nimads_study_id,nimads_name,match_status,matched_pmid,matched_author,matched_year,matched_title,match_score,match_count
"Trapp et al., 2014","Trapp et al., 2014",exact_match,24825504,Trapp,2014,Imagining triadic interactions simultaneously activates mirror and mentalizing systems.,1,1
"Tso et al., 2018","Tso et al., 2018",exact_match,29723244,Tso,2018,"The ""social brain"" is highly sensitive to the mere presence of social information: An automated meta-analysis and an independent study.",1,1
"Tsoi et al., 2016","Tsoi et al., 2016",exact_match,27165762,Tsoi,2016,Distinct neural patterns of social cognition for cooperation versus competition.,1,1
"Tylén et al., 2016","Tylén et al., 2016",exact_match,27039141,Tylén,2016,Trails of meaning construction: Symbolic artifacts engage the social brain.,1,1
"Uddin et al., 2005","Uddin et al., 2005",exact_match,15808992,Uddin,2005,"Self-face recognition activates a frontoparietal ""mirror"" network in the right hemisphere: an event-related fMRI study.",1,1
"Ueda et al., 2017","Ueda et al., 2017",exact_match,29039129,Ueda,2017,Implicit attitudes and executive control interact to regulate interest in extra-pair relationships.,1,1
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",multiple_matches,23063451,van der Heiden,2013,Inter-individual differences in successful perspective taking during pain perception mediates emotional responsiveness in self and others: an fMRI study.,1,6
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",multiple_matches,23876243,Anderson,2013,Sex differences in the development of brain mechanisms for processing biological motion.,0.8,6
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",multiple_matches,22349798,Janowski,2013,Empathic choice involves vmPFC value signals that are modulated by social processing implemented in IPL.,0.666666667,6
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",multiple_matches,23378834,Von Der Heide,2013,Anterior temporal face patches: a meta-analysis and empirical study.,0.666666667,6
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",multiple_matches,23684882,Mainieri,2013,Differential role of the Mentalizing and the Mirror Neuron system in the imitation of communicative gestures.,0.666666667,6
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",multiple_matches,24068815,Silani,2013,Right supramarginal gyrus is crucial to overcome emotional egocentricity bias in social judgments.,0.666666667,6
"Vanlangendonck et al., 2018","Vanlangendonck et al., 2018",exact_match,29221830,Vanlangendonck,2018,Distinguishable memory retrieval networks for collaboratively and non-collaboratively learned information.,1,1
"Wade-Bohleber et al., 2019","Wade-Bohleber et al., 2019",exact_match,30077577,Wade-Bohleber,2019,Thinking about the past to shape the present: neural activation during the recall of relationship episodes.,1,1
"Wagels et al., 2016","Wagels et al., 2016",fuzzy_match,26206505,Powers,2016,Individual differences in response of dorsomedial prefrontal cortex predict daily social behavior.,0.6,1
"Wagner et al., 2015","Wagner et al., 2015",exact_match,25298009,Wagner,2015,Beautiful friendship: Social sharing of emotions improves subjective feelings and activates the neural reward circuitry.,1,1
"Walbrin et al., 2018","Walbrin et al., 2018",exact_match,29476765,Walbrin,2018,Neural responses to visually observed social interactions.,1,1
"Walbrin et al., 2018a","Walbrin et al., 2018a",exact_match,29476765,Walbrin,2018,Neural responses to visually observed social interactions.,1,1
"Walbrin et al., 2018b","Walbrin et al., 2018b",exact_match,29476765,Walbrin,2018,Neural responses to visually observed social interactions.,1,1
"Walter et al., 2004a","Walter et al., 2004a",exact_match,15701234,Walter,2004,Understanding intentions in social interaction: the role of the anterior paracingulate cortex.,1,1
"Walter et al., 2004b","Walter et al., 2004b",exact_match,15701234,Walter,2004,Understanding intentions in social interaction: the role of the anterior paracingulate cortex.,1,1
"Wang et al., 2011","Wang et al., 2011",exact_match,21849560,Wang,2011,The control of mimicry by eye contact is mediated by medial prefrontal cortex.,1,1
"Weng et al., 2015","Weng et al., 2015",fuzzy_match,25697049,Quadflieg,2015,The neural basis of perceiving person interactions.,0.666666667,1
"Whitman et al., 2016","Whitman et al., 2016",multiple_matches,27477020,Wittmann,2016,Self-Other Mergence in the Frontal Cortex during Cooperation and Competition.,0.857142857,2
"Whitman et al., 2016","Whitman et al., 2016",multiple_matches,26481048,Han,2016,Common and distinct neural mechanisms of the fundamental dimensions of social cognition.,0.8,2
"Wildgruber et al., 2013","Wildgruber et al., 2013",exact_match,23667619,Wildgruber,2013,Different types of laughter modulate connectivity within distinct parts of the laughter perception network.,1,1
"Will et al., 2014","Will et al., 2014",multiple_matches,24652858,Will,2015,Acting on social exclusion: neural correlates of punishment and forgiveness of excluders.,0.95,2
"Will et al., 2014","Will et al., 2014",multiple_matches,23667619,Wildgruber,2013,Different types of laughter modulate connectivity within distinct parts of the laughter perception network.,0.807142857,2
"Wlodarski et al., 2016","Wlodarski et al., 2016",exact_match,27576746,Wlodarski,2016,When BOLD is thicker than water: processing social information about kin and friends at different levels of the social network.,1,1
"Wolf et al., 2010","Wolf et al., 2010",exact_match,19733672,Wolf,2010,Neural correlates of social cognition in naturalistic settings: a model-free analysis approach.,1,1
"Wolf et al., 2018","Wolf et al., 2018",exact_match,30154703,Wolf,2018,Interpretation of Social Interactions: Functional Imaging of Cognitive-Semiotic Categories During Naturalistic Viewing.,1,1
"Xie et al., 2016","Xie et al., 2016",exact_match,27095057,Xie,2016,How do you make me feel better? Social cognitive emotion regulation and the default mode network.,1,1
"Zahn et al., 2007","Zahn et al., 2007",exact_match,17404215,Zahn,2007,Social concepts are represented in the superior anterior temporal cortex.,1,1
"Zelinková et al., 2014","Zelinková et al., 2014",exact_match,25118071,Zelinková,2014,An evaluation of traffic-awareness campaign videos: empathy induction is associated with brain function within superior temporal sulcus.,1,1
"Zerubavel et al., 2015","Zerubavel et al., 2015",exact_match,26598684,Zerubavel,2015,Neural mechanisms tracking popularity in real-world social networks.,1,1
"Zhang et al., 2018","Zhang et al., 2018",exact_match,29740753,Zhang,2018,Facial Expression Enhances Emotion Perception Compared to Vocal Prosody: Behavioral and fMRI Studies.,1,1
"Zhou et al., 2014","Zhou et al., 2014",exact_match,24834034,Zhou,2014,Money talks: neural substrate of modulation of fairness by monetary incentives.,1,1
"Ziaei et al., 2016","Ziaei et al., 2016",exact_match,27716474,Ziaei,2016,The impact of aging on the neural networks involved in gaze and emotional processing.,1,1
"Zimmermann et al., 2018","Zimmermann et al., 2018",fuzzy_match,29077925,Mattan,2018,External motivation to avoid prejudice alters neural responses to targets varying in race and status.,0.6,1
Zink et al. 2008a,Zink et al. 2008a,exact_match,18439411,Zink,2008,Know your place: neural processing of social hierarchy in humans.,1,1
Zink et al. 2008b,Zink et al. 2008b,exact_match,18439411,Zink,2008,Know your place: neural processing of social hierarchy in humans.,1,1
"van den Bos et al., 2009","van den Bos et al., 2009",exact_match,19304843,van den Bos,2009,What motivates repayment? Neural correlates of reciprocity in the Trust Game.,1,1
"Špiláková et al., 2019","Špiláková et al., 2019",exact_match,30649548,Špiláková,2019,Dissecting social interaction: dual-fMRI reveals patterns of interpersonal brain-behavior relationships that dissociate among dimensions of social exchange.,1,1
"Anderson et al., 2013","Anderson et al., 2013",exact_match,23876243,Anderson,2013,Sex differences in the development of brain mechanisms for processing biological motion.,1,1
"Blackwood et al., 2003","Blackwood et al., 2003",exact_match,14568477,Blackwood,2003,Self-responsibility and the self-serving bias: an fMRI investigation of causal attributions.,1,1
"Chauvigne et al., 2018a","Chauvigne et al., 2018a",multiple_matches,29324862,Chauvigné,2018,Taking two to tango: fMRI analysis of improvised joint action with physical contact.,0.95,2
"Chauvigne et al., 2018a","Chauvigne et al., 2018a",multiple_matches,30349467,Chauvigné,2018,Role-Specific Brain Activations in Leaders and Followers During Joint Action.,0.95,2
"Chauvigne et al., 2018b","Chauvigne et al., 2018b",multiple_matches,29324862,Chauvigné,2018,Taking two to tango: fMRI analysis of improvised joint action with physical contact.,0.95,2
"Chauvigne et al., 2018b","Chauvigne et al., 2018b",multiple_matches,30349467,Chauvigné,2018,Role-Specific Brain Activations in Leaders and Followers During Joint Action.,0.95,2
"Cikara et al., 2011","Cikara et al., 2011",exact_match,20350187,Cikara,2011,From agents to objects: sexist attitudes and neural responses to sexualized targets.,1,1
"Dimenichi et al., 2016","Dimenichi et al., 2016",multiple_matches,27090501,Kawamichi,2016,Increased frequency of social interaction is associated with enjoyment enhancement and reward system activation.,0.714285714,3
"Dimenichi et al., 2016","Dimenichi et al., 2016",multiple_matches,27095057,Xie,2016,How do you make me feel better? Social cognitive emotion regulation and the default mode network.,0.666666667,3
"Dimenichi et al., 2016","Dimenichi et al., 2016",multiple_matches,27716474,Ziaei,2016,The impact of aging on the neural networks involved in gaze and emotional processing.,0.6,3
"Ebisch et al., 2014","Ebisch et al., 2014",exact_match,24666131,Ebisch,2014,Reach out and touch someone: anticipatory sensorimotor processes of active interpersonal touch.,1,1
"Emmerling et al., 2016","Emmerling et al., 2016",exact_match,27096431,Emmerling,2016,The Role of the Insular Cortex in Retaliation.,1,1
"Emonds et al., 2014","Emonds et al., 2014",exact_match,24294906,Emonds,2014,Establishing cooperation in a mixed-motive social dilemma. An fMRI study investigating the role of social value orientation and dispositional trust.,1,1
"Ermer et al., 2006","Ermer et al., 2006",exact_match,18633788,Ermer,2006,"Theory of mind broad and narrow: reasoning about social exchange engages ToM areas, precautionary reasoning does not.",1,1
"Farrow et al., 2001","Farrow et al., 2001",exact_match,11496124,Farrow,2001,Investigating the functional anatomy of empathy and forgiveness.,1,1
"Farrow et al., 2011","Farrow et al., 2011",exact_match,21664277,Farrow,2011,Higher or lower? The functional anatomy of perceived allocentric social hierarchies.,1,1
"Fehr et al., 2014","Fehr et al., 2014",exact_match,24814646,Fehr,2014,Neural correlates of the empathic perceptual processing of realistic social interaction scenarios displayed from a first-order perspective.,1,1
"George et al., 2001","George et al., 2001",exact_match,11352615,George,2001,Seen gaze-direction modulates fusiform activity and its coupling with other brain areas during face processing.,1,1
"Gordon et al., 2011","Gordon et al., 2011",fuzzy_match,21320516,Kohn,2011,Gender differences in the neural correlates of humor processing: implications for different processing modes.,0.666666667,1
"Haist et al., 2010","Haist et al., 2010",exact_match,21206532,Haist,2010,Individuating faces and common objects produces equal responses in putative face-processing areas in the ventral occipitotemporal cortex.,1,1
"Harris et al., 2007","Harris et al., 2007",exact_match,18985118,Harris,2007,Social groups that elicit disgust are differentially processed in mPFC.,1,1
"Harris et al., 2010","Harris et al., 2010",exact_match,20119878,Harris,2010,Neural regions that underlie reinforcement learning are also active for social expectancy violations.,1,1
"Heyda et al., 2010","Heyda et al., 2010",exact_match,20056152,Heyda,2010,Brain mechanisms for representing what another person sees.,1,1
"Hoffman et al., 2000","Hoffman et al., 2000",exact_match,10607399,Hoffman,2000,Distinct representations of eye gaze and identity in the distributed human neural system for face perception.,1,1
"Hortensius et al., 2014","Hortensius et al., 2014",exact_match,24583253,Hortensius,2014,The neural basis of the bystander effect--the influence of group size on neural activity when witnessing an emergency.,1,1
"Huis in ‘t Veld et al., 2015","Huis in ‘t Veld et al., 2015",exact_match,25716010,Huis In 't Veld,2015,From personal fear to mass panic: The neurological basis of crowd perception.,1,1
"Iacobani et al., 2004","Iacobani et al., 2004",fuzzy_match,15006683,Iacoboni,2004,Watching social interactions produces dorsomedial prefrontal and medial parietal BOLD fMRI signal increases compared to a resting baseline.,0.875,1
"Javor et al., 2019","Javor et al., 2019",exact_match,31598216,Javor,2019,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods.",1,1
"Kelly et al., 2014","Kelly et al., 2014",exact_match,24639542,Kelly,2014,Attributing awareness to oneself and to others.,1,1
"Klasen et al., 2011","Klasen et al., 2011",exact_match,21940454,Klasen,2011,Supramodal representation of emotions.,1,1
"Krueger et al., 2014","Krueger et al., 2014",exact_match,23887810,Krueger,2014,An fMRI investigation of the effects of belief in free will on third-party punishment.,1,1
"Krämer et al., 2010","Krämer et al., 2010",exact_match,19944083,Krämer,2010,Emotional and cognitive aspects of empathy and their relation to social cognition--an fMRI-study.,1,1
"Materna et al., 2008","Materna et al., 2008",exact_match,18585742,Materna,2008,The posterior superior temporal sulcus is involved in social communication not specific for the eyes.,1,1
"Mende-Siedlecki et al., 2016","Mende-Siedlecki et al., 2016",exact_match,27217118,Mende-Siedlecki,2016,Neural dissociations between meaningful and mere inconsistency in impression updating.,1,1
"Montgomery et al., 2008","Montgomery et al., 2008",exact_match,18370602,Montgomery,2008,Mirror neuron system differentially activated by facial expressions and social hand gestures: a functional magnetic resonance imaging study.,1,1
"Petrini et al., 2014","Petrini et al., 2014",exact_match,24824165,Petrini,2014,Look at those two!: The precuneus role in unattended third-person perspective of social interactions.,1,1
"Podrebarac et al., 2013","Podrebarac et al., 2013",exact_match,23435496,Podrebarac,2013,Gender-selective neural populations: evidence from event-related fMRI repetition suppression.,1,1
"Polosan et al., 2011","Polosan et al., 2011",exact_match,21955370,Polosan,2011,An fMRI study of the social competition in healthy subjects.,1,1
"Quadflieg et al., 2015","Quadflieg et al., 2015",exact_match,25697049,Quadflieg,2015,The neural basis of perceiving person interactions.,1,1
"Reniers et al., 2014","Reniers et al., 2014",exact_match,24294841,Reniers,2014,"Empathy, ToM, and self-other differentiation: an fMRI study of internal states.",1,1
"Rilling et al., 2008","Rilling et al., 2008",exact_match,18486491,Rilling,2008,Social cognitive neural networks during in-group and out-group interactions.,1,1
"Saarela et al., 2008","Saarela et al., 2008",exact_match,18633834,Saarela,2008,Listening to humans walking together activates the social brain circuitry.,1,1
"Saggar et al., 2014","Saggar et al., 2014",exact_match,24084068,Saggar,2014,Revealing the neural networks associated with processing of natural social interaction and the related effects of actor-orientation and face-visibility.,1,1
"Sassa et al., 2007","Sassa et al., 2007",exact_match,17627852,Sassa,2007,Cortical mechanism of communicative speech production.,1,1
"Schilbach et al., 2006","Schilbach et al., 2006",exact_match,16171833,Schilbach,2006,Being with virtual others: Neural correlates of social interaction.,1,1
"Schneider et al., 2014","Schneider et al., 2014",exact_match,25042446,Schneider,2014,Implicit false-belief processing in the human brain.,1,1
"Shultz et al., 2012","Shultz et al., 2012",exact_match,22360624,Shultz,2012,The superior temporal sulcus differentiates communicative and noncommunicative auditory signals.,1,1
"Steinbeis et al., 2008","Steinbeis et al., 2008",fuzzy_match,18313858,Seitz,2008,Valuating other people's emotional face expression: a combined functional magnetic resonance imaging and electroencephalography study.,0.666666667,1
"Suzuki et al., 2012","Suzuki et al., 2012",exact_match,22726841,Suzuki,2012,Learning to simulate others' decisions.,1,1
"Todorov et al., 2007","Todorov et al., 2007",exact_match,16759672,Todorov,2007,Spontaneous retrieval of affective person knowledge in face perception.,1,1
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,26337369,Van den Stock,2015,Personality traits predict brain activation and connectivity when witnessing a violent conflict.,1,7
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,25315788,Anders,2015,Social gating of sensory information during ongoing communication.,0.8,7
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,25944965,Barman,2015,Gender-specific modulation of neural mechanisms underlying social reward processing by Autism Quotient.,0.8,7
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,25298009,Wagner,2015,Beautiful friendship: Social sharing of emotions improves subjective feelings and activates the neural reward circuitry.,0.666666667,7
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,25534111,Caruana,2015,A frontotemporoparietal network common to initiating and responding to joint attention bids.,0.666666667,7
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,26254589,Kanske,2015,Dissecting the social brain: Introducing the EmpaToM to reveal distinct neural networks and brain-behavior relations for empathy and Theory of Mind.,0.666666667,7
"Van den Stock et al., 2015","Van den Stock et al., 2015",multiple_matches,26323252,Ruckmann,2015,How pain empathy depends on ingroup/outgroup decisions: A functional magnet resonance imaging study.,0.666666667,7
"Volz et al., 2015","Volz et al., 2015",exact_match,25729358,Volz,2015,The neural basis of deception in strategic interactions.,1,1
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23378834,Von Der Heide,2013,Anterior temporal face patches: a meta-analysis and empirical study.,1,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,22125232,Gordon,2013,Brain mechanisms for processing affective touch.,0.8,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23298748,Thornton,2013,Working memory for social information: chunking or domain-specific buffer?,0.8,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23876243,Anderson,2013,Sex differences in the development of brain mechanisms for processing biological motion.,0.8,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23063451,van der Heiden,2013,Inter-individual differences in successful perspective taking during pain perception mediates emotional responsiveness in self and others: an fMRI study.,0.666666667,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23574585,Contreras,2013,Common brain regions with distinct patterns of neural responses during mentalizing about groups and individuals.,0.666666667,6
"Völlm et al., 2006","Völlm et al., 2006",exact_match,16122944,Völlm,2006,Neuronal correlates of theory of mind and empathy: a functional magnetic resonance imaging study in a nonverbal task.,1,1
"Winston et al., 2002","Winston et al., 2002",exact_match,11850635,Winston,2002,Automatic and intentional brain responses during evaluation of trustworthiness of faces.,1,1
