nimads_study_id,nimads_name,match_status,matched_pmid,matched_author,matched_year,matched_title,match_score,match_count
"(47) Moran-Santa Maria, 2015","(47) Moran-Santa Maria, 2015",exact_match,24529072,Moran-Santa Maria,2015,Right anterior insula connectivity is important for cue-induced craving in nicotine-dependent smokers.,1,1
"(48) Moran-Santa Maria, 2015","(48) Moran-Santa Maria, 2015",exact_match,24529072,Moran-Santa Maria,2015,Right anterior insula connectivity is important for cue-induced craving in nicotine-dependent smokers.,1,1
"(24) Farr and Mantzoros, 2017","(24) Farr and Mantzoros, 2017",exact_match,28017966,Farr,2017,Obese individuals with more components of the metabolic syndrome and/or prediabetes demonstrate decreased activation of reward-related brain centers in response to food cues in both the fed and fasting states: a preliminary fMRI study.,1,1
"(14) Kuhn, 2016","(14) Kuhn, 2016",fuzzy_match,26767945,Kühn,2016,FTO gene variant modulates the neural correlates of visual food perception.,0.95,1
"(29) Kuhn, 2014","(29) Kuhn, 2014",fuzzy_match,24871202,Kühn,2014,Brain structure and functional connectivity associated with pornography consumption: the brain on porn.,0.95,1
"(36) Bach, 2019","(36) Bach, 2019",fuzzy_match,30748046,Bach,2020,Incubation of neural alcohol cue reactivity after withdrawal and its blockade by naltrexone.,0.95,1
"(14) Zhang, 2018","(14) Zhang, 2018",fuzzy_match,30295396,,,,0.888888888888889,1
"(27) Wiers, 2020","(27) Wiers, 2020",fuzzy_match,32125616,Wiers,2021,Conscious and unconscious brain responses to food and cocaine cues.,0.95,1
"(12) Stonge, 2005","(12) Stonge, 2005",fuzzy_match,15867274,St-Onge,2005,Human cortical specialization for food: a functional magnetic resonance imaging investigation.,0.923076923076923,1
"(18) Buhler, 2008","(18) Buhler, 2008",fuzzy_match,18647397,Bühler,2008,Does erotic stimulus presentation design affect brain activation patterns? Event-related vs. blocked fMRI designs.,0.95,1
"(31) Grusser, 2004","(31) Grusser, 2004",fuzzy_match,15127179,Grüsser,2004,Cue-induced activation of the striatum and medial prefrontal cortex is associated with subsequent relapse in abstinent alcoholics.,0.95,1
"(40) Allenby, 2019","(40) Allenby, 2019",fuzzy_match,30806013,Allenby,2020,Neural cue reactivity during acute abstinence predicts short-term smoking relapse.,0.95,1
"(41) Allenby, 2019","(41) Allenby, 2019",fuzzy_match,30806013,Allenby,2020,Neural cue reactivity during acute abstinence predicts short-term smoking relapse.,0.95,1
"(1) Frankfort, 2014","(1) Frankfort, 2014",fuzzy_match,23382517,Frankort,2014,The craving stops before you feel it: neural correlates of chocolate craving during cue exposure with response prevention.,0.941176470588235,1
"(10) Porubska, 2006","(10) Porubska, 2006",fuzzy_match,16815041,Porubská,2006,Subjective feeling of appetite modulates brain activity: an fMRI study.,0.95,1
"(26) Nakamura, 2019","(26) Nakamura, 2019",fuzzy_match,30734916,Nakamura,2020,Difference in neural reactivity to taste stimuli and visual food stimuli in neural circuits of ingestive behavior.,0.95,1
(8) Gourdiaan 2013,(8) Gourdiaan 2013,fuzzy_match,22591950,Goudriaan,2013,Neurophysiological effects of modafinil on cue-exposure in cocaine dependence: a randomized placebo-controlled cross-over study using pharmacological fMRI.,0.888888888888889,1
"(4) Wetherhill, 2014","(4) Wetherhill, 2014",fuzzy_match,24186078,Wetherill,2014,Neural responses to subliminally presented cannabis and other emotionally evocative cues in cannabis-dependent individuals.,0.947368421052632,1
(1) Prisciandro 2014,(1) Prisciandro 2014,fuzzy_match,22458561,Prisciandaro,2014,Brain activation to cocaine cues and motivation/treatment status.,0.956521739130435,1
"(17) Scharmuller, 2012","(17) Scharmuller, 2012",fuzzy_match,22580204,Scharmüller,2012,Appetite regulation during food cue exposure: a comparison of normal-weight and obese women.,0.95,1
"(7) Vollstadt-Klein, 2012","(7) Vollstadt-Klein, 2012",fuzzy_match,21790907,Vollstädt-Klein,2012,Validating incentive salience with functional magnetic resonance imaging: association between mesolimbic cue reactivity and attentional bias in alcohol-dependent patients.,0.95,1
"(13) Vollstadt-Klein, 2010","(13) Vollstadt-Klein, 2010",fuzzy_match,20670348,Vollstädt-Klein,2010,"Initial, habitual and compulsive alcohol use is characterized by a shift of cue processing from ventral to dorsal striatum.",0.95,1
"(14) Barros-Loscertales, 2010","(14) Barros-Loscertales, 2010",fuzzy_match,20147458,Barrós-Loscertales,2010,Behavioral activation system modulation on brain activation during appetitive and aversive stimulus processing.,0.95,1
"(35) Logge, 2018","(35) Logge, 2018",manual_override,30788529,,,,0,0
(4) Fibley 2009,(4) Fibley 2009,manual_override,19651613,,,,0,0
"(50) Versace, 2015","(50) Versace, 2015",manual_override,22097928,,,,0,0
"(2) Li, 2013(a)","(2) Li, 2013(a)",manual_override,23422198,Li,2013,Abnormal function of the posterior cingulate cortex in heroin addicted users during resting-state and drug-cue stimulation task.,1,2
(3) Li 2013(b),(3) Li 2013(b),manual_override,23667541,,,,1,2
"(1) Borg, 2014(a)","(1) Borg, 2014(a)",manual_override,23051899,Borg,2014,Subcortical BOLD responses during visual sexual stimulation vary as a function of implicit porn associations in women.,1,2
"(13) Zhang, 2011","(13) Zhang, 2011",manual_override,20576388,Zhang,2011,Neural circuits of disgust induced by sexual stimuli in homosexual and heterosexual men: an fMRI study.,1,2
"(17) Zhang, 2011","(17) Zhang, 2011",manual_override,20688176,Zhang,2011,Anatomical differences and network characteristics underlying smoking cue reactivity.,1,2
"(2) Borg, 2014(b)","(2) Borg, 2014(b)",manual_override,24465445,Borg,2014,Brain processing of visual stimuli representing sexual penetration versus core and animal-reminder disgust in women with lifelong vaginismus.,1,2
"(34) Janes, 2015","(34) Janes, 2015",manual_override,25567427,Janes,2015,Insula-Dorsal Anterior Cingulate Cortex Coupling is Associated with Enhanced Brain Reactivity to Smoking Cues.,1,2
"(52) Janes, 2015","(52) Janes, 2015",manual_override,24261848,Janes,2015,Memory retrieval of smoking-related images induce greater insula activation as revealed by an fMRI-based delayed matching to sample task.,1,2
"(53) Janes, 2015","(53) Janes, 2015",manual_override,24261848,Janes,2015,Memory retrieval of smoking-related images induce greater insula activation as revealed by an fMRI-based delayed matching to sample task.,1,2
"(54) Janse, 2009","(54) Janse, 2009",manual_override,19015835,Janse Van Rensburg,2009,Acute exercise modulates cigarette cravings and brain activation in response to smoking-related images: an fMRI study.,1,2
"(19) Janes, 2010(a)","(19) Janes, 2010(a)",manual_override,20172508,Janes,2010,Brain reactivity to smoking cues prior to smoking cessation predicts ability to maintain tobacco abstinence.,1,2
"(20) Janes, 2010(b)","(20) Janes, 2010(b)",manual_override,20703221,Janes,2010,Neural substrates of attentional bias for smoking-related cues: an FMRI study.,1,2
"(11) Franklin, 2011(a)","(11) Franklin, 2011(a)",manual_override,21199958,Franklin,2011,Effects of varenicline on smoking cue–triggered neural and craving responses.,1,2
"(12) Franklin, 2011(b)","(12) Franklin, 2011(b)",manual_override,21299752,Franklin,2011,Dopamine transporter genotype modulation of neural responses to smoking cues: confirmation in a new cohort.,1,2
"(2) Prisciandaro, 2013 (a)","(2) Prisciandaro, 2013 (a)",manual_override,23683790,Prisciandaro,2013,Prospective associations between brain activation to cocaine and no-go cues and cocaine relapse.,1,2
"(3) Prisciandaro, 2013 (b)","(3) Prisciandaro, 2013 (b)",manual_override,23497788,Prisciandaro,2013,Impact of DCS-facilitated cue exposure therapy on brain activation to cocaine cues in cocaine dependence.,1,2
"(10) Vollstadt-Klein, 2011","(10) Vollstadt-Klein, 2011",manual_override,21292243,Vollstädt-Klein,2011,Effects of cue-exposure treatment on neural cue reactivity in alcohol dependence: a randomized trial.,0.95,2
"(14) Vollstadt-Klein, 2011","(14) Vollstadt-Klein, 2011",manual_override,20331560,Vollstädt-Klein,2011,Severity of dependence modulates smokers' neuronal cue reactivity and cigarette craving elicited by tobacco advertisement.,0.95,2
"(53) Janse/Van Rensburg, 2009","(53) Janse/Van Rensburg, 2009",manual_override,19015835,Janse Van Rensburg,2009,Acute exercise modulates cigarette cravings and brain activation in response to smoking-related images: an fMRI study.,0.944444444444444,2
