meta_pmid,study_pmid,status,final_status,corrected_status,reason,SourceSheet,posthoc_status,posthoc_reason,title,year,author
36436737,24726338,YES,YES,YES,,YES,,,Reduced self-referential neural response during intergroup competition predicts competitor harm.,2014,Cikara
36436737,24760733,YES,NO,NO,NotSocial,YES,YES,Social task,Facial color processing in the face-selective regions: an fMRI study.,2014,Nakajima
36436737,24772075,NO,YES,YES,NotHealthy,YES,,,Cultural influences on social feedback processing of character traits.,2014,Korn
36436737,24795436,NO,NO,NO,,YES,YES,Healthy participants,The neural correlates of emotion alignment in social interaction.,2015,Prehn
36436737,24814646,YES,YES,YES,,YES,,,Neural correlates of the empathic perceptual processing of realistic social interaction scenarios displayed from a first-order perspective.,2014,Fehr
36436737,24824165,YES,YES,YES,,YES,,,Look at those two!: The precuneus role in unattended third-person perspective of social interactions.,2014,Petrini
36436737,24825504,YES,YES,YES,,YES,,,Imagining triadic interactions simultaneously activates mirror and mentalizing systems.,2014,Trapp
36436737,24834034,YES,YES,YES,Technically not whole brain,YES,NO,Technically Not Whole Brain,Money talks: neural substrate of modulation of fairness by monetary incentives.,2014,Zhou
36436737,24842782,YES,YES,YES,,YES,,,Orbitofrontal Cortex Reactivity to Angry Facial Expression in a Social Interaction Correlates with Aggressive Behavior.,2015,Beyer
36436737,24880954,YES,NO,YES,,YES,,,Different impressions of other agents obtained through social interaction uniquely modulate dorsal and ventral pathway activities in the social human brain.,2014,Takahashi
36436737,24936688,YES,YES,YES,,YES,,,Ventral medial prefrontal cortex and person evaluation: forming impressions of others varying in financial and moral status.,2014,Cloutier
36436737,25042446,YES,YES,YES,,YES,,,Implicit false-belief processing in the human brain.,2014,Schneider
36436737,25088911,YES,YES,YES,,YES,,,You are in sync with me: neural correlates of interpersonal synchrony with a partner.,2014,Cacioppo
36436737,25118071,YES,YES,YES,,YES,,,An evaluation of traffic-awareness campaign videos: empathy induction is associated with brain function within superior temporal sulcus.,2014,Zelinková
36436737,25220190,YES,NO,NO,ROI,YES,,,How the human brain exchanges information across sensory modalities to recognize other people.,2015,Blank
36436737,25244113,YES,NO,NO,"AtypicalData, NotHealthy",YES,,,Asymmetric connectivity between the anterior temporal lobe and the language network.,2015,Hurley
36436737,25253279,YES,NO,NO,NoCoordinates,YES,YES,"No coordinates available, but study does report whole-brain analysis",Social-network complexity in humans is associated with the neural response to social information.,2014,Dziura
36436737,25281889,YES,YES,YES,,YES,,,Alexithymic features and the labeling of brief emotional facial expressions - An fMRI study.,2014,Ihme
36436737,25289182,NO,NO,NO,Non-Human,Non-Human,,,One pair of hands is not like another: caudate BOLD response in dogs depends on signal source and canine temperament.,2014,Cook
36436737,25298009,NO,YES,YES,NoHealthyInfo,YES,,,Beautiful friendship: Social sharing of emotions improves subjective feelings and activates the neural reward circuitry.,2015,Wagner
36436737,25315788,YES,YES,YES,,YES,,,Social gating of sensory information during ongoing communication.,2015,Anders
36436737,25338630,YES,NO,YES,Atypical-Maybe,YES,,,Neural dynamics of social tie formation in economic decision-making.,2015,Bault
36436737,25489093,YES,NO,NO,Atypical,YES,YES,,Cerebral coherence between communicators marks the emergence of meaning.,2014,Stolk
36436737,25499683,NO,NO,NO,No Coordinates,No Coordinates,,,"Hyperscanning neuroimaging technique to reveal the ""two-in-one"" system in social interactions.",2015,Koike
36436737,25512496,NO,NO,NO,Non-Human,Non-Human,,,Large-scale topology and the default mode network in the mouse connectome.,2014,Stafford
36436737,25534111,YES,YES,YES,,YES,,,A frontotemporoparietal network common to initiating and responding to joint attention bids.,2015,Caruana
36436737,25571093,NO,NO,NO,NoDemographicInfo,YES,,,Dual logic and dual neural basis for reciprocal social interaction in eye contact.,2014,Lee
36436737,25640962,YES,YES,YES,,YES,,,Feeling addressed! The role of body orientation and co-speech gesture in social communication.,2015,Nagels
36436737,25697049,YES,YES,YES,,YES,,,The neural basis of perceiving person interactions.,2015,Quadflieg
36436737,25716010,YES,YES,YES,,YES,,,From personal fear to mass panic: The neurological basis of crowd perception.,2015,Huis In 't Veld
36436737,25729358,YES,YES,YES,,YES,,,The neural basis of deception in strategic interactions.,2015,Volz
36436737,25758671,NO,NO,NO,Non-Adults,Non-Adults,,,Chronic Childhood Peer Rejection is Associated with Heightened Neural Responses to Social Exclusion During Adolescence.,2016,Will
36436737,25759285,NO,NO,NO,Non-Adults,Non-Adults,,,The development of the intrinsic functional connectivity of default network subsystems from age 3 to 5.,2016,Xiao
36436737,25770039,NO,NO,NO,Non-Adults,Non-Adults,,,Distinct neural correlates of emotional and cognitive empathy in older adults.,2015,Moore
36436737,25820129,YES,NO,YES,,YES,,,How the brain predicts people's behavior in relation to rules and desires. Evidence of a medio-prefrontal dissociation.,2015,Corradi-Dell'Acqua
36436737,25885446,NO,NO,YES,,YES,,,Dual logic and cerebral coordinates for reciprocal interaction in eye contact.,2015,Lee
36436737,25893437,NO,NO,NO,Not an experiment,YES,,,Explaining mirror-touch synesthesia.,2015,Ward
36436737,25911123,YES,YES,YES,,YES,,,Folk explanations of behavior: a specialized use of a domain-general mechanism.,2015,Spunt
36436737,25929599,YES,YES,YES,,YES,,,Distinct neural processes are engaged in the modulation of mimicry by social group-membership and emotional expressions.,2015,Rauchbauer
36436737,25944965,YES,YES,YES,Does compare to autistic population,YES,,,Gender-specific modulation of neural mechanisms underlying social reward processing by Autism Quotient.,2015,Barman
36436737,25987597,NO,NO,NO,NoHealthyInfo,YES,YES,Subjects are healthy,Social working memory and its distinctive link to social cognitive ability: an fMRI study.,2015,Meyer
36436737,25996424,YES,YES,YES,,YES,,,(How) observed eye-contact modulates gaze following. An fMRI study.,2016,Böckler
36436737,26048954,YES,NO,NO,ROI,YES,,,Functional Organization of Social Perception and Cognition in the Superior Temporal Sulcus.,2015,Deen
36436737,26117505,YES,YES,YES,,YES,,,The neural basis of conceptualizing the same action at different levels of abstraction.,2016,Spunt
36436737,26143208,YES,YES,YES,,YES,,,Temporal unpredictability of a stimulus sequence and the processing of neutral and emotional stimuli.,2015,Koppe
36436737,26162239,YES,NO,YES,,YES,YES,,Adult attachment style modulates neural responses in a mentalizing task.,2015,Schneider-Hassloff
36436737,26168793,YES,YES,YES,,YES,,,The neural basis of the imitation drive.,2016,Hanawa
36436737,26188122,NO,NO,NO,Non-Adults,Non-Adults,,,Neural correlates of parent-child HPA axis coregulation.,2015,Saxbe
36436737,26200892,NO,NO,NO,Non-Adults,Non-Adults,,,Atypical processing of voice sounds in infants at risk for autism spectrum disorder.,2015,Blasi
36436737,26206505,NO,YES,YES,NoHealthyInfo,YES,,,Individual differences in response of dorsomedial prefrontal cortex predict daily social behavior.,2016,Powers
36436737,26235682,YES,YES,YES,,YES,,,Differential activation of the ventromedial prefrontal cortex between male and female givers of social reputation.,2016,Kawasaki
36436737,26254589,YES,YES,YES,,YES,,,Dissecting the social brain: Introducing the EmpaToM to reveal distinct neural networks and brain-behavior relations for empathy and Theory of Mind.,2015,Kanske
36436737,26262561,YES,YES,YES,,YES,,,The attracting power of the gaze of politicians is modulated by the personality and ideological attitude of their voters: a functional magnetic resonance imaging study.,2015,Cazzato
36436737,26301900,YES,YES,YES,,YES,,,Is the Medial Prefrontal Cortex Necessary for Theory of Mind?,2015,Otti
36436737,26318628,YES,NO,NO,Atypical,YES,,,Sex differences in effective fronto-limbic connectivity during negative emotion processing.,2015,Lungu
36436737,26323252,YES,YES,YES,,YES,,,How pain empathy depends on ingroup/outgroup decisions: A functional magnet resonance imaging study.,2015,Ruckmann
36436737,26337369,YES,YES,YES,,YES,,,Personality traits predict brain activation and connectivity when witnessing a violent conflict.,2015,Van den Stock
36436737,26342221,YES,YES,YES,,YES,,,Reading fiction and reading minds: the role of simulation in the default network.,2016,Tamir
36436737,26348613,NO,NO,NO,Non-Human,Non-Human,,,Face Patch Resting State Networks Link Face Processing to Social Cognition.,2015,Schwiedrzik
36436737,26365506,YES,YES,YES,,YES,,,Common and distinct networks for self-referential and social stimulus processing in the human brain.,2016,Herold
36436737,26385612,YES,YES,YES,,YES,,,Genetic and neural correlates of romantic relationship satisfaction.,2016,Luo
36436737,26417673,YES,YES,YES,,YES,,,Neural basis of disgust perception in racial prejudice.,2015,Liu
36436737,26481048,NO,YES,YES,,YES,,,Common and distinct neural mechanisms of the fundamental dimensions of social cognition.,2016,Han
36436737,26483621,NO,NO,NO,Non-Adults,Non-Adults,,,Development of social skills in children: neural and behavioral evidence for the elaboration of cognitive models.,2015,Soto-Icaza
36436737,26505303,YES,YES,YES,,YES,,,Brain basis of communicative actions in language.,2016,Egorova
36436737,26514295,YES,NO,YES,,YES,,,Neural substrates of shared attention as social memory: A hyperscanning functional magnetic resonance imaging study.,2016,Koike
36436737,26541443,YES,NO,YES,,YES,NO,Technically out of age range,Understanding the influence of personality on dynamic social gesture processing: An fMRI study.,2016,Saggar
36436737,26567160,YES,YES,YES,,YES,,,Trying to trust: Brain activity during interpersonal social attitude change.,2016,Filkowski
36436737,26598684,YES,YES,YES,,YES,,,Neural mechanisms tracking popularity in real-world social networks.,2015,Zerubavel
36436737,26604273,YES,YES,YES,,YES,,,The Temporal Pole Top-Down Modulates the Ventral Visual Stream During Social Cognition.,2017,Pehrs
36436737,26608245,YES,YES,YES,,YES,,,Interaction matters: A perceived social partner alters the neural processing of human speech.,2016,Rice
36436737,26621704,YES,NO,NO,Atypical,YES,NO,Atypical analysis (PCA-derived dimensions),"Neural evidence that three dimensions organize mental state representation: Rationality, social impact, and valence.",2016,Tamir
36436737,26656563,NO,YES,YES,NoHealthyInfo,YES,,,Getting to know you: general and specific neural computations for learning about people.,2016,Stanley
36436737,26736634,NO,NO,NO,NoDemographicInfo,YES,,,Emergence of the default-mode network from resting-state to activation-state in reciprocal social interaction via eye contact.,2015,Lee
36436737,26737187,NO,NO,NO,ROI,YES,,,Feature analysis for correlation studies of simultaneous EEG-fMRI data: A proof of concept for neurofeedback approaches.,2015,Simoes
36436737,26746179,YES,YES,YES,,,,,'Imagined guilt' vs 'recollected guilt': implications for fMRI.,2016,Mclatchie
36436737,26759479,NO,NO,NO,Non-Human,Non-Human,,,Facial Expressions Evoke Differential Neural Coupling in Macaques.,2017,Liu
36436737,26803059,YES,YES,YES,,YES,,,Stimulus-dependent amygdala involvement in affective theory of mind generation.,2016,Schmitgen
36436737,26812250,YES,YES,YES,,YES,,,Effects of empathic social responses on the emotions of the recipient.,2016,Seehausen
36436737,26825440,YES,NO,NO,Atypical,YES,NO,No whole-brain results are presented,Modelling the perceptual similarity of facial expressions from image statistics and neural responses.,2016,Sormaz
36436737,26892856,NO,NO,NO,Non-Adults,Non-Adults,,,Look into my eyes: Investigating joint attention using interactive eye-tracking and fMRI in a developmental sample.,2016,Oberwelland
36436737,26892859,YES,YES,YES,,YES,,,"Criticism hurts everybody, praise only some: Common and specific neural responses to approving and disapproving social-evaluative videos.",2016,Miedl
36436737,26908320,YES,YES,YES,,YES,,,Dynamic neural mechanisms underlie race disparities in social cognition.,2016,Cassidy
36436737,26920683,YES,YES,YES,,YES,,,Linking person perception and person knowledge in the human brain.,2016,Greven
36436737,26934715,NO,NO,NO,Non-Human,Non-Human,,,Our Faces in the Dog's Brain: Functional Imaging Reveals Temporal Cortex Activation during Perception of Human Faces.,2016,Cuaya
36436737,26946502,NO,NO,NO,Non-Human,Non-Human,,,A Plea for Cross-species Social Neuroscience.,2017,Keysers
36436737,26969865,YES,YES,YES,,YES,,,Theory of mind for processing unexpected events across contexts.,2016,Dungan
36436737,27007121,YES,YES,YES,,YES,,,Contributions of self-report and performance-based individual differences measures of social cognitive ability to large-scale neural network functioning.,2017,Smith
36436737,27039141,YES,YES,YES,,YES,,,Trails of meaning construction: Symbolic artifacts engage the social brain.,2016,Tylén
36436737,27090501,YES,YES,YES,,YES,,,Increased frequency of social interaction is associated with enjoyment enhancement and reward system activation.,2016,Kawamichi
36436737,27091676,NO,NO,NO,Non-Adults,Non-Adults,,,Plastic modulation of episodic memory networks in the aging brain with cognitive decline.,2016,Bai
36436737,27095057,YES,YES,YES,,YES,,,How do you make me feel better? Social cognitive emotion regulation and the default mode network.,2016,Xie
36436737,27096431,YES,YES,YES,,YES,,,The Role of the Insular Cortex in Retaliation.,2016,Emmerling
36436737,27109357,YES,NO,NO,Atypical,YES,NO,"Main effects are only reported verbally, not actual data shared (x,y,z)","Oxytocin receptor polymorphism and childhood social experiences shape adult personality, brain structure and neural correlates of mentalizing.",2016,Schneider-Hassloff
36436737,27122031,YES,NO,YES,No Univariate Coordinates,YES,,,"Decoding the Charitable Brain: Empathy, Perspective Taking, and Attention Shifts Differentially Predict Altruistic Giving.",2016,Tusche
36436737,27129758,NO,NO,NO,NotOriginal,YES,,,Overlapping communities reveal rich structure in large-scale brain networks during rest and task conditions.,2016,Najafi
36436737,27129794,NO,NO,NO,NoDemographicInfo,YES,YES,"Weak demographic info, but likely is healthy",Are strong empathizers better mentalizers? Evidence for independence and interaction between the routes of social cognition.,2016,Kanske
36436737,27150109,NO,NO,NO,Non-Adults,Non-Adults,,,Early-Childhood Social Reticence Predicts Brain Function in Preadolescent Youths During Distinct Forms of Peer Evaluation.,2016,Jarcho
36436737,27165762,YES,YES,YES,,YES,,,Distinct neural patterns of social cognition for cooperation versus competition.,2016,Tsoi
36436737,27167401,YES,NO,NO,Atypical,YES,YES,"In reality would exclude, but meets inclusion criteria - is social task",Social Cognition as Reinforcement Learning: Feedback Modulates Emotion Inference.,2016,Zaki
36436737,27170266,NO,NO,NO,Non-Adults,Non-Adults,,,"Testing differential susceptibility: Plasticity genes, the social environment, and their interplay in adolescent response inhibition.",2017,Richards
36436737,27185915,NO,NO,NO,Non-Adults,Non-Adults,,,Neural circuits underlying mother's voice perception predict social communication abilities in children.,2016,Abrams
36436737,27217118,YES,YES,YES,,YES,,,Neural dissociations between meaningful and mere inconsistency in impression updating.,2016,Mende-Siedlecki
36436737,27236373,YES,YES,YES,,YES,,,Social representations and contextual adjustments as two distinct components of the Theory of Mind brain network: Evidence from the REMICS task.,2016,Lavoie
36436737,27247125,NO,NO,NO,Non-Adults,Non-Adults,,,The Power of the Like in Adolescence: Effects of Peer Influence on Neural and Behavioral Responses to Social Media.,2016,Sherman
36436737,27266443,YES,YES,YES,,YES,,,Mindfulness training increases cooperative decision making in economic exchanges: Evidence from fMRI.,2016,Kirk
36436737,27272314,NO,NO,NO,Non-Adults,Non-Adults,,,Perceived live interaction modulates the developing social brain.,2016,Rice
36436737,27280153,YES,NO,NO,Atypical,YES,,,"Topographical Organization of Attentional, Social, and Memory Processes in the Human Temporoparietal Cortex.",2016,Igelström
36436737,27319001,YES,YES,YES,,YES,,,Contextual exclusion processing: an fMRI study of rejection in a performance-related context.,2017,Wagels
36436737,27340019,NO,NO,NO,NoCoordiantes,YES,,,"Neurology of ecstatic religious and similar experiences: Ecstatic, orgasmic, and musicogenic seizures. Stendhal syndrome and autoscopic phenomena.",2019,Arias
36436737,27358450,YES,NO,NO,Atypical,YES,YES,Naturalistic analysis atypical but reports main social effect,The Dorsal Medial Prefrontal Cortex Responds Preferentially to Social Interactions during Natural Viewing.,2016,Wagner
36436737,27375449,YES,YES,YES,,YES,,,What Impact does An Angry Context have Upon Us? The Effect of Anger on Functional Connectivity of the Right Insula and Superior Temporal Gyri.,2016,Mazzola
36436737,27405334,YES,NO,YES,,YES,,,Inhibition of Information Flow to the Default Mode Network During Self-Reference Versus Reference to Others.,2017,Soch
36436737,27458349,YES,NO,YES,,YES,,,Impact of Short Social Training on Prosocial Behaviors: An fMRI Study.,2016,Lukinova
36436737,27458363,YES,YES,YES,,YES,,,Neural Correlates of the Appraisal of Attachment Scenes in Healthy Controls and Social Cognition-An fMRI Study.,2016,Labek
36436737,27477020,NO,YES,YES,NoHealthyInfo,YES,,,Self-Other Mergence in the Frontal Cortex during Cooperation and Competition.,2016,Wittmann
36436737,27494142,YES,YES,YES,,YES,,,The Neural Responses to Social Cooperation in Gain and Loss Context.,2016,Sun
36436737,27496338,YES,YES,YES,,YES,,,Neural correlates of naturalistic social cognition: brain-behavior relationships in healthy adults.,2016,Deuse
36436737,27506384,NO,NO,NO,Non-Adults,Non-Adults,,,The neurobiology of the emotional adolescent: From the inside out.,2016,Guyer
36436737,27510495,YES,YES,YES,,YES,,,Intrinsic functional connectivity underlying successful emotion regulation of angry faces.,2016,Morawetz
36436737,27521302,NO,NO,NO,Non-Human,Non-Human,,,Awake canine fMRI predicts dogs' preference for praise vs food.,2016,Cook
36436737,27528669,YES,YES,YES,,YES,,,Neurocomputational mechanisms of prosocial learning and links to empathy.,2016,Lockwood
36436737,27568587,YES,YES,YES,,YES,,,The selfless mind: How prefrontal involvement in mentalizing with similar and dissimilar others shapes empathy and prosocial behavior.,2016,Majdandžić
36436737,27576746,YES,YES,YES,,YES,,,When BOLD is thicker than water: processing social information about kin and friends at different levels of the social network.,2016,Wlodarski
36436737,27579051,YES,NO,NO,Atypical,,YES,Typical results are presented in supplement,Neural Modulation in Aversive Emotion Processing: An Independent Component Analysis Study.,2016,Romero-Rebollar
36436737,27622781,YES,YES,YES,,YES,,,Increases in brain activity during social competition predict decreases in working memory performance and later recall.,2017,DiMenichi
36436737,27642220,YES,NO,YES,,,,,"Social in, social out: How the brain responds to social language with more social language.",2015,O'Donnell
36436737,27695409,NO,NO,NO,NotOriginal,YES,,,Contribution of Neuroimaging Studies to Understanding Development of Human Cognitive Brain Functions.,2016,Morita
36436737,27713694,NO,NO,NO,ROI,YES,,,Variation in the Oxytocin Receptor Gene Is Associated with Face Recognition and its Neural Correlates.,2016,Westberg
36436737,27716474,YES,YES,NO,Out of age range 18+,YES,,,The impact of aging on the neural networks involved in gaze and emotional processing.,2016,Ziaei
36436737,27798249,YES,YES,YES,,YES,,,Increased neural responses to empathy for pain might explain how acute stress increases prosociality.,2017,Tomova
36436737,27803286,YES,YES,YES,,YES,,,The neural basis of understanding the expression of the emotions in man and animals.,2017,Spunt
36436737,27815729,NO,NO,NO,No Coordinates,No Coordinates,,,Mu rhythm suppression is associated with the classification of emotion in faces.,2017,Moore
36436737,27856343,YES,YES,YES,,YES,,,Brain response to masked and unmasked facial emotions as a function of implicit and explicit personality self-concept of extraversion.,2017,Suslow
36436737,27859899,NO,NO,NO,NotOriginal,YES,,,Neural signatures of trust in reciprocity: A coordinate-based meta-analysis.,2017,Bellucci
36436737,27866893,NO,NO,NO,Non-Human,Non-Human,,,Effective Connectivity Reveals Largely Independent Parallel Networks of Face and Body Patches.,2016,Premereur
36436737,27898705,NO,NO,NO,NoAgeInfo,YES,,,The Role of the Amygdala in Facial Trustworthiness Processing: A Systematic Review and Meta-Analyses of fMRI Studies.,2016,Santos
36436737,27978778,YES,NO,NO,Atypical,YES,YES,Task is social communication,Decoding task and stimulus representations in face-responsive cortex.,2016,Kliemann
36436737,28008075,YES,YES,YES,,YES,,,Deciphering human motion to discriminate social interactions: a developmental neuroimaging study.,2017,Sapey-Triomphe
36436737,28094810,NO,NO,NO,Non-Human,Non-Human,,,Aberrant development of intrinsic brain activity in a rat model of caregiver maltreatment of offspring.,2017,Yan
36436737,28169323,NO,NO,NO,Non-Adults,Non-Adults,NO,Group is adolescents -- update prompt,Social pain and social gain in the adolescent brain: A common neural circuitry underlying both positive and negative social evaluation.,2017,Dalgleish
36436737,28242678,YES,YES,YES,,YES,,,A neural model of valuation and information virality.,2017,Scholz
36436737,28289200,YES,NO,YES,,YES,,,Dynamic neural architecture for social knowledge retrieval.,2017,Wang
36436737,28338962,YES,YES,YES,,YES,,,Higher order intentionality tasks are cognitively more demanding.,2017,Lewis
36436737,28393755,NO,NO,NO,Non-Adults,Non-Adults,,,Chronic peer victimization heightens neural sensitivity to risk taking.,2018,Telzer
36436737,28455517,YES,NO,NO,Atypical,YES,NO,PLS analysis does not show main task effect,Neural Activity while Imitating Emotional Faces is Related to Both Lower and Higher-Level Social Cognitive Performance.,2017,Hawco
36436737,28465434,NO,NO,NO,Non-Adults,Non-Adults,,,Brain connectivity dynamics during social interaction reflect social network structure.,2017,Schmälzle
36436737,28477977,YES,YES,YES,,YES,,,Brain networks of social action-outcome contingency: The role of the ventral striatum in integrating signals from the sensory cortex and medial prefrontal cortex.,2017,Sumiya
36436737,28504911,YES,YES,YES,,YES,,,The Value of Sharing Information: A Neural Account of Information Transmission.,2017,Baek
36436737,28522533,NO,NO,NO,Non-Human,Non-Human,,,A dedicated network for social interaction processing in the primate brain.,2017,Sliwa
36436737,28540647,NO,NO,NO,NotOriginal,,YES,Paper states data is original,The integration of social influence and reward: Computational approaches and neural evidence.,2017,Tomlin
36436737,28551067,YES,NO,YES,,YES,,,The neural correlates of reciprocity are sensitive to prior experience of reciprocity.,2017,Cáceda
36436737,28557690,YES,NO,NO,Atypical,YES,,,Consistent Neural Activity Patterns Represent Personally Familiar People.,2017,Thornton
36436737,28583386,NO,NO,NO,NotHealthy,YES,YES,Group is healthy. Autistic subjects were not included in analysis,Laugh or cringe? Common and distinct processes of reward-based schadenfreude and empathy-based fremdscham.,2018,Paulus
36436737,28608647,NO,NO,NO,NotOriginal,YES,,,Specifying the brain anatomy underlying temporo-parietal junction activations for theory of mind: A review using probabilistic atlases from different imaging modalities.,2017,Schurz
36436737,28643894,YES,NO,NO,No Coordinates,YES,YES,Although coordinates are not report-- whole brain results are shown,Do implicit and explicit belief processing share neural substrates?,2017,Naughtin
36436737,28748572,NO,NO,NO,Non-Adults,Non-Adults,,,Let's chat: developmental neural bases of social motivation during real-time peer interaction.,2018,Warnell
36436737,28766324,NO,NO,NO,NotHealthy,YES,,,Resting-state fMRI and social cognition: An opportunity to connect.,2017,Doruyter
36436737,28807871,NO,NO,NO,NoHealthyInfo,YES,,,"Mentalizing regions represent distributed, continuous, and abstract dimensions of others' beliefs.",2017,Koster-Hale
36436737,28905269,YES,YES,YES,,YES,,,Differences in Neural Response to Romantic Stimuli in Monogamous and Non-Monogamous Men.,2017,Hamilton
36436737,28914498,NO,NO,NO,"NoHealthyInfo, SingleSubject",YES,,,Shared temptations: An fMRI study of dishonest profit maximization.,2017,Simmank
36436737,28931014,YES,YES,YES,,YES,YES,,Phonological memory in sign language relies on the visuomotor neural system outside the left hemisphere language network.,2017,Kanazawa
36436737,28966083,NO,NO,NO,NotOriginal,YES,,,Assessing autism at its social and developmental roots: A review of Autism Spectrum Disorder studies using functional near-infrared spectroscopy.,2019,Liu
36436737,29039129,YES,YES,YES,,YES,,,Implicit attitudes and executive control interact to regulate interest in extra-pair relationships.,2017,Ueda
36436737,29073111,NO,YES,YES,"ROI, NotHealthy, NotfMRI",YES,,,Perceiving social interactions in the posterior superior temporal sulcus.,2017,Isik
36436737,29077925,,YES,YES,,,,,External motivation to avoid prejudice alters neural responses to targets varying in race and status.,2018,Mattan
36436737,29079809,YES,YES,YES,,YES,,,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma.,2017,Bacha-Trams
36436737,29097704,YES,YES,YES,,YES,,,Potential for social involvement modulates activity within the mirror and the mentalizing systems.,2017,Begliomini
36436737,29111359,YES,NO,NO,Connectivity,YES,,,Role of Spontaneous Brain Activity in Explicit and Implicit Aspects of Cognitive Flexibility under Socially Conflicting Situations: A Resting-state fMRI Study using Fractional Amplitude of Low-frequency Fluctuations.,2017,Fujino
36436737,29126210,YES,NO,NO,ROI,YES,,,The functional role of ventral anterior cingulate cortex in social evaluation: disentangling valence from subjectively rewarding opportunities.,2018,Rigney
36436737,29164726,YES,NO,NO,Connectivity,,,,Functional connectivity changes following interpersonal reactivity.,2018,Krause
36436737,29221830,YES,YES,YES,,YES,,,Distinguishable memory retrieval networks for collaboratively and non-collaboratively learned information.,2018,Vanlangendonck
36436737,29265483,YES,YES,YES,,YES,,,Affective and cooperative social interactions modulate effective connectivity within and between the mirror and mentalizing systems.,2018,Arioli
36436737,29324862,YES,YES,YES,,YES,,,Taking two to tango: fMRI analysis of improvised joint action with physical contact.,2018,Chauvigné
36436737,29330483,YES,YES,YES,,YES,,,"Neural Correlates of Sexual Orientation in Heterosexual, Bisexual, and Homosexual Women.",2018,Safron
36436737,29352154,NO,NO,NO,Non-Human,Non-Human,,,Resting state brain networks in the prairie vole.,2018,Ortiz
36436737,29366950,NO,NO,NO,Non-Human,Non-Human,NO,No human only results were shown,"Human behavioural discrimination of human, chimpanzee and macaque affective vocalisations is reflected by the neural response in the superior temporal sulcus.",2018,Fritz
36436737,29396415,NO,NO,NO,Non-Adults,Non-Adults,YES,Adult only data is reported,Inter-subject synchrony as an index of functional specialization in early childhood.,2018,Moraczewski
36436737,29408539,YES,NO,NO,Atypical,YES,NO,Results are not whole-brain only cerebellar,"Triple representation of language, working memory, social and emotion processing in the cerebellum: convergent evidence from task and seed-based resting-state fMRI analyses in a single large cohort.",2018,Guell
36436737,29432769,YES,YES,YES,,YES,,,Self-construals moderate associations between trait creativity and social brain network.,2018,Liu
36436737,29455860,NO,NO,NO,NotOriginal,YES,,,A Social-Interactive Neuroscience Approach to Understanding the Developing Brain.,2018,Redcay
36436737,29455864,NO,NO,NO,Non-Adults,Non-Adults,,,Social Influence on Positive Youth Development: A Developmental Neuroscience Perspective.,2018,Telzer
36436737,29476765,YES,YES,YES,,YES,,,Neural responses to visually observed social interactions.,2018,Walbrin
36436737,29518712,NO,NO,NO,Non-Adults,Non-Adults,,,Not just social sensitivity: Adolescent neural suppression of social feedback during risk taking.,2018,McCormick
36436737,29561702,NO,NO,NO,Non-Human,Non-Human,,,Neural Mechanisms of Social Cognition in Primates.,2018,Wittmann
36436737,29582502,YES,YES,YES,,YES,,,The role of the right temporo-parietal junction in social decision-making.,2018,Bitsch
36436737,29723244,YES,YES,YES,,YES,,,"The ""social brain"" is highly sensitive to the mere presence of social information: An automated meta-analysis and an independent study.",2018,Tso
36436737,29740753,YES,YES,YES,,YES,,,Facial Expression Enhances Emotion Perception Compared to Vocal Prosody: Behavioral and fMRI Studies.,2018,Zhang
36436737,29760183,YES,YES,YES,,YES,,,Neural Mechanisms Underlying Individual Differences in Control-Averse Behavior.,2018,Rudorf
36436737,29771359,YES,YES,YES,,YES,,,Neural bases of social communicative intentions in speech.,2018,Hellbernd
36436737,29777673,YES,YES,YES,,YES,,,Activations of the dorsolateral prefrontal cortex and thalamus during agentic self-evaluation are negatively associated with trait self-esteem.,2018,Jiang
36436737,29806978,YES,NO,NO,No main effect,,,,Approach or avoidance: Neural correlates of intelligence evaluation from faces.,2018,Akimoto
36436737,29845003,NO,NO,NO,Non-Adults,Non-Adults,,,Early bilateral and massive compromise of the frontal lobes.,2018,Ibáñez
36436737,29885085,NO,NO,NO,Non-Adults,Non-Adults,,,Social interaction recruits mentalizing and reward systems in middle childhood.,2018,Alkire
36436737,29890323,YES,YES,YES,,,,,Tracking emotions in the brain - Revisiting the Empathic Accuracy Task.,2018,Mackes
36436737,29891257,NO,NO,NO,Non-Adults,Non-Adults,,,Gaming-addicted teens identify more with their cyber-self than their own self: Neural evidence.,2018,Choi
36436737,29896995,YES,NO,NO,AtypicalData,YES,,,"Disrupted Cerebrocerebellar Intrinsic Functional Connectivity in Young Adults with High-Functioning Autism Spectrum Disorder: A Data-Driven, Whole-Brain, High-Temporal Resolution Functional Magnetic Resonance Imaging Study.",2019,Arnold Anteraper
36436737,29901788,NO,NO,NO,Non-Adults,Non-Adults,,,Somatotopic Mapping of the Developing Sensorimotor Cortex in the Preterm Human Brain.,2018,Dall'Orso
36436737,29915004,NO,NO,NO,NoDemographicInfo,YES,YES,"Lacking in demographic detail, but most likely from healthy group",Concrete versus abstract forms of social concept: an fMRI comparison of knowledge about people versus social terms.,2018,Rice
36436737,29931116,YES,NO,NO,AtypicalData,YES,NO,"Only connectivity results are reported, not main task-evoked signal",Toward Task Connectomics: Examining Whole-Brain Task Modulated Connectivity in Different Task Domains.,2019,Di
