meta_pmid,study_pmid,title,year,author
36115222,24741043,Cannabis use is quantitatively associated with nucleus accumbens and amygdala abnormalities in young adult recreational users.,2014,Gilman
36115222,24179800,"Deficits in cortical, diencephalic and midbrain gray matter in alcoholism measured by VBM: Effects of co-morbid substance abuse.",2013,Grodin
36115222,21691942,Elevated gray and white matter densities in cocaine abstainers compared to current users.,2011,Hanlon
36115222,25125263,Lower subcortical gray matter volume in both younger smokers and established smokers relative to non-smokers.,2016,Hanlon
36115222,27500453,"Lifetime use of cannabis from longitudinal assessments, cannabinoid receptor (CNR1) variation, and reduced volume of the right anterior cingulate.",2016,Hill
36115222,24086317,Increased ventral striatal volume in college-aged binge drinkers.,2013,Howell
36115222,24090712,Cerebral gray matter volumes and low-frequency fluctuation of BOLD signals in cocaine dependence: duration of use and gender difference.,2014,Ide
36115222,24961260,Striatal volume increases in active methamphetamine-dependent individuals and correlation with cognitive performance.,2012,Jan
36115222,17951002,The relationship between brain morphometry and neuropsychological performance in alcohol dependence.,2007,Jang
36115222,22076160,Regional grey and white matter changes in heavy male smokers.,2011,Yu
36115222,15982446,Prefrontal grey-matter changes in short-term and long-term abstinent methamphetamine abusers.,2006,Kim
36115222,21909705,Brain grey matter deficits in smokers: focus on the cerebellum.,2012,Kühn
36115222,20875635,Reduced thickness of medial orbitofrontal cortex in smokers.,2010,Kühn
36115222,24140937,Abnormal cortical thickness in heroin-dependent individuals.,2014,Li
36115222,20731627,Differences between smokers and non-smokers in regional gray matter volumes: a voxel-based morphometry study.,2012,Liao
36115222,22386968,"Structural deficits in the emotion circuit and cerebellum are associated with depression, anxiety and cognitive dysfunction in methadone maintenance patients: a voxel-based morphometric study.",2012,Lin
36115222,19531112,Frontal and cingulate gray matter volume reduction in heroin dependence: optimized voxel-based morphometry.,2009,Liu
36115222,21310189,Altered prefrontal and insular cortical thickness in adolescent marijuana users.,2011,Lopez-Larson
36115222,16369836,Prefrontal and temporal gray matter density decreases in opiate dependence.,2006,Lyoo
36115222,24342420,A voxel-based morphometry study of young occasional users of amphetamine-type stimulants and cocaine.,2014,Mackey
36115222,15607838,Altered brain tissue composition in heavy marijuana users.,2005,Matochik
36115222,17088334,A widespread distinct pattern of cerebral atrophy in patients with alcohol addiction revealed by voxel-based morphometry.,2007,Mechtcheriakov
36115222,23149031,Effects of alcohol dependence on cortical thickness as determined by magnetic resonance imaging.,2012,Momenan
36115222,22445480,Gray-matter volume in methamphetamine dependence: cigarette smoking and changes with abstinence from methamphetamine.,2012,Morales
36115222,22391134,Trait impulsivity and prefrontal gray matter reductions in cocaine dependent individuals.,2012,Moreno-López
36115222,21383264,Gene x disease interaction on orbitofrontal gray matter in cocaine addiction.,2011,Alia-Klein
36115222,27126701,Prefrontal gray matter volume recovery in treatment-seeking cocaine-addicted individuals: a longitudinal study.,2017,Parvaz
36115222,29881337,Brain Structure Alterations in Respect to Tobacco Consumption and Nicotine Dependence: A Comparative Voxel-Based Morphometry Study.,2018,Peng
36115222,23352851,The impulsivity behavior is correlated with prefrontal cortex gray matter volume reduction in heroin-dependent individuals.,2013,Qiu
36115222,21078704,Association of frontal and posterior cortical gray matter volume with time to alcohol relapse: a prospective study.,2011,Rando
36115222,18187528,Reduced thalamic grey matter volume in opioid dependence is influenced by degree of alcohol use: a voxel-based morphometry study.,2008,Reid
36115222,28887180,Gray matter volume showed dynamic alterations in methamphetamine users at 6 and 12months abstinence: A longitudinal voxel-based morphometry study.,2018,Ruan
36115222,20096794,Global and local morphometric differences in recently abstinent methamphetamine-dependent individuals.,2010,Schwartz
36115222,24483366,Relationship between brain volumetric changes and interim drinking at six months in alcohol-dependent patients.,2014,Segobin
36115222,29065207,Cerebellar Gray Matter Reductions Associate With Decreased Functional Connectivity in Nicotine-Dependent Individuals.,2018,Shen
36115222,17299505,Cerebellar gray matter volume correlates with duration of cocaine use in cocaine-dependent subjects.,2007,Sim
36115222,25990865,Lower gray matter density and functional connectivity in the anterior insula in smokers compared with never smokers.,2016,Stoeckel
36115222,18801475,Medial orbitofrontal cortex gray matter is reduced in abstinent substance-dependent individuals.,2009,Tanabe
36115222,25123156,Impaired fear recognition and attentional set-shifting is associated with brain structural changes in alcoholic patients.,2014,Trick
36115222,23072363,Rapid partial regeneration of brain volume during the first 14 days of abstinence from alcohol.,2013,van Eijk
36115222,22270405,"A voxel-based morphometry study comparing problem gamblers, alcohol abusers, and healthy controls.",2012,van Holst
36115222,23726981,Reduced striatal brain volumes in non-medicated adult ADHD patients with comorbid cocaine dependence.,2013,van Wingen
36115222,27575491,Alterations in Brain Structure and Functional Connectivity in Alcohol Dependent Patients and Possible Association with Impulsivity.,2016,Wang
36115222,25051341,The neural mechanisms underlying the acute effect of cigarette smoking on chronic smokers.,2014,Wang
36115222,25727574,Abnormal gray matter volume and resting-state functional connectivity in former heroin-dependent individuals abstinent for multiple years.,2016,Wang
36115222,22717339,Changes in brain gray matter in abstinent heroin addicts.,2012,Wang
36115222,23190458,Tensor-based morphometry of cannabis use on brain structure in individuals at elevated genetic risk of schizophrenia.,2013,Welch
36115222,26094186,"Cannabis, cigarettes, and their co-occurring use: Disentangling differences in default mode network functional connectivity.",2015,Wetherill
36115222,26078198,Decreased gray matter volume in inferior frontal gyrus is related to stop-signal task performance in alcohol-dependent patients.,2015,Wiers
36115222,24793365,Pretreatment measures of brain structure and reward-processing brain function in cannabis dependence: an exploratory study of relationships with abstinence during behavioral treatment.,2014,Yip
36115222,28150390,Gray-matter relationships to diagnostic and transdiagnostic features of drug and behavioral addictions.,2018,Yip
36115222,28720860,Altered hippocampal volume and functional connectivity in males with Internet gaming disorder comparing to those with alcohol use disorder.,2017,Yoon
36115222,22076160,Regional grey and white matter changes in heavy male smokers.,2011,Yu
36115222,28824470,Altered Gray-Matter Volumes Associated With Betel Quid Dependence.,2017,Yuan
36115222,19775795,Gray matter density negatively correlates with duration of heroin use in young lifetime heroin-dependent individuals.,2009,Yuan
36115222,20699124,Factors underlying prefrontal and insula structural alterations in smokers.,2011,Zhang
36115222,28992531,Orbitofrontal structural markers of negative affect in alcohol dependence and their associations with heavy relapse-risk at 6 months post-treatment.,2017,Zois
34400176,30806013,Neural cue reactivity during acute abstinence predicts short-term smoking relapse.,2020,Allenby
34400176,24029699,Functional imaging of implicit marijuana associations during performance on an Implicit Association Test (IAT).,2013,Ames
34400176,18976696,Women with hypoactive sexual desire disorder compared to normal females: a functional magnetic resonance imaging study.,2009,Arnow
34400176,19650816,Exposure to smoking cues during an emotion recognition task can modulate limbic fMRI activation in cigarette smokers.,2009,Artiges
34400176,30748046,Incubation of neural alcohol cue reactivity after withdrawal and its blockade by naltrexone.,2020,Bach
34400176,20147458,Behavioral activation system modulation on brain activation during appetitive and aversive stimulus processing.,2010,Barrós-Loscertales
34400176,11793627,Pharmacokinetics of morphine and its glucuronidated metabolites in burn injuries.,2001,Perreault
34400176,16687507,Individual differences in reward drive predict neural responses to images of food.,2006,Beaver
34400176,22868938,"Effect of brain structure, brain function, and brain connectivity on relapse in alcohol-dependent patients.",2012,Beck
34400176,30217552,"Effects of high-dose baclofen on cue reactivity in alcohol dependence: A randomized, placebo-controlled pharmaco-fMRI study.",2018,Beck
34400176,28960762,White matter integrity of central executive network correlates with enhanced brain reactivity to smoking cues.,2017,Bi
34400176,21718449,Neural bases of hypoactive sexual desire disorder in women: an event-related FMRI study.,2011,Bianchi-Demicheli
34400176,23051899,Subcortical BOLD responses during visual sexual stimulation vary as a function of implicit porn associations in women.,2014,Borg
34400176,26171329,Licensing of Generic Medicines: Are There Any Challenges Left? A Pharmaceutical Regulatory Perspective.,2014,Borg
34400176,31801965,The neural and molecular basis of working memory function in psychosis: a multimodal PET-fMRI study.,2021,Borgan
34400176,11515754,Alcohol-associated stimuli activate the ventral striatum in abstinent alcoholics.,2001,Braus
34400176,17217932,Neural substrates of resisting craving during cigarette cue exposure.,2007,Brody
34400176,25796007,Adolescent heavy drinkers' amplified brain responses to alcohol cues decrease over one month of abstinence.,2015,Brumback
34400176,18588532,"Hypothalamus, sexual arousal and psychosexual identity in human males: a functional magnetic resonance imaging study.",2008,Brunetti
34400176,19492068,Mercury BLASTP: Accelerating Protein Sequence Alignment.,2008,Jacob
34400176,24035535,Cannabis cue-induced brain activation correlates with drug craving in limbic and visual salience regions: preliminary results.,2013,Charboneau
34400176,21677649,Identifying neurobiological phenotypes associated with alcohol use disorder severity.,2011,Claus
34400176,23708507,"Association between nicotine dependence severity, BOLD response to smoking cues, and functional connectivity.",2013,Claus
34400176,19781106,Early responses of insulin signaling to high-carbohydrate and high-fat overfeeding.,2009,Adochio
34400176,26475784,The fMRI BOLD response to unisensory and multisensory smoking cues in nicotine-dependent adults.,2015,Cortese
34400176,24880692,The association between cue-reactivity in the precuneus and level of dependence on nicotine and alcohol.,2014,Courtney
34400176,22264344,Neural responses associated with cue-reactivity in frequent cannabis users.,2013,Cousijn
34400176,26813476,An fMRI Study of Responses to Sexual Stimuli as a Function of Gender and Sensation Seeking: A Preliminary Analysis.,2016,Cyders
34400176,23078363,Influence of alcohol use and family history of alcoholism on neural response to alcohol cues in college drinkers.,2013,Dager
34400176,24304235,Functional magnetic resonance imaging (fMRI) response to alcohol pictures predicts subsequent transition to heavy drinking in college students.,2014,Dager
34400176,19632211,An acute psychosocial stress enhances the neural response to smoking cues.,2009,Dagher
34400176,16023086,Ventral striatum/nucleus accumbens activation to smoking-related pictorial cues in smokers and nonsmokers: a functional magnetic resonance imaging study.,2005,David
34400176,18458752,Effects of Acute Nicotine Abstinence on Cue-elicited Ventral Striatum/Nucleus Accumbens Activation in Female Cigarette Smokers: A Functional Magnetic Resonance Imaging Study.,2007,David
34400176,22514316,Individual differences in nucleus accumbens activity to food and sexual images predict weight gain and sexual behavior.,2012,Demos
34400176,31972520,History of withdrawal modulates drug- and food-cue reactivity in cocaine dependent participants.,2020,Denomme
34400176,24361634,"Where there's smoke, there's fire: the brain reactivity of chronic smokers when exposed to the negative value of smoking.",2014,Dinh-Williams
34400176,26679479,Neural Sensitivity to Smoking Stimuli Is Associated With Cigarette Craving in Adolescent Smokers.,2016,Do
34400176,26805583,Brain Responses to Smoking Cues Differ Based on Nicotine Metabolism Rate.,2016,Falcone
34400176,28017966,Obese individuals with more components of the metabolic syndrome and/or prediabetes demonstrate decreased activation of reward-related brain centers in response to food cues in both the fed and fasting states: a preliminary fMRI study.,2017,Farr
34400176,15961048,Dynamics of male sexual arousal: distinct components of brain activation revealed by fMRI.,2005,Ferretti
34400176,19651613,Marijuana craving in the brain.,2009,Filbey
34400176,27168331,"fMRI study of neural sensitization to hedonic stimuli in long-term, daily cannabis users.",2016,Filbey
34400176,23382517,The craving stops before you feel it: neural correlates of chocolate craving during cue exposure with response prevention.,2014,Frankort
34400176,21299752,Dopamine transporter genotype modulation of neural responses to smoking cues: confirmation in a new cohort.,2011,Franklin
34400176,21199958,Effects of varenicline on smoking cue–triggered neural and craving responses.,2011,Franklin
34400176,23131612,Differential brain response to alcohol cue distractors across stages of alcohol dependence.,2013,Fryer
34400176,34367371,Physiological properties of Cantor coding-like iterated function system in the hippocampal CA1 network.,2021,Fukushima
34400176,11058476,Cue-induced cocaine craving: neuroanatomical specificity for drug users and drug stimuli.,2000,Garavan
34400176,11296095,Activation of prefrontal cortex and anterior thalamus in alcoholic subjects on exposure to alcohol-specific cues.,2001,George
34400176,29472643,Behavioral and neural markers of cigarette-craving regulation in young-adult smokers during abstinence and after smoking.,2018,Ghahremani
34400176,22006991,Neural correlates of exposure to subliminal and supraliminal sexual cues.,2012,Gillath
34400176,18761592,Specific cerebral activation due to visual erotic stimuli in male-to-female transsexuals compared with male and female controls: an fMRI study.,2009,Gizewski
34400176,23188041,Reward-related brain response and craving correlates of marijuana cue exposure: a preliminary study in treatment-seeking marijuana-dependent subjects.,2013,Goldman
34400176,19420266,Dopaminergic response to drug words in cocaine addiction.,2009,Goldstein
34400176,20823246,Oral methylphenidate normalizes cingulate activity in cocaine addiction during a salient cognitive task.,2010,Goldstein
34400176,20840335,"Brain activation patterns associated with cue reactivity and craving in abstinent problem gamblers, heavy smokers and healthy controls: an fMRI study.",2010,Goudriaan
34400176,22591950,Neurophysiological effects of modafinil on cue-exposure in cocaine dependence: a randomized placebo-controlled cross-over study using pharmacological fMRI.,2013,Goudriaan
34400176,23257512,Insula-specific H magnetic resonance spectroscopy reactions in heavy smokers under acute nicotine withdrawal and after oral nicotine substitution.,2013,Gutzeit
34400176,15127179,Cue-induced activation of the striatum and medial prefrontal cortex is associated with subsequent relapse in abstinent alcoholics.,2004,Grüsser
34400176,31984205,Partnerships in a Global Mental Health Research Programme-the Example of PRIME.,2019,Breuer
34400176,21790899,Neural correlates of craving and resisting craving for tobacco in nicotine dependent smokers.,2011,Hartwell
34400176,23359677,Dorsolateral prefrontal and orbitofrontal cortex interactions during self-control of cigarette craving.,2013,Hayashi
34400176,15465974,Correlation between dopamine D(2) receptors in the ventral striatum and central processing of alcohol cues and craving.,2004,Heinz
34400176,17488322,Brain activation elicited by affectively positive stimuli is associated with a lower risk of relapse in detoxified alcoholic subjects.,2007,Heinz
34400176,16899037,Blockade of cue-induced brain activation of abstinent alcoholics by a single administration of amisulpride as measured with fMRI.,2006,Hermann
34400176,21672322,Haemodynamic brain response to visual sexual stimuli is different between homosexual and heterosexual men.,2011,Hu
34400176,33132409,A 2.3-ps RMS Resolution Time-to-Digital Converter Implemented in a Low-Cost Cyclone V FPGA.,2019,Sui
34400176,21045002,Differentiating heavy from light drinkers by neural responses to visual alcohol cues and other motivational stimuli.,2011,Ihssen
34400176,19968401,Brain fMRI reactivity to smoking-related images before and during extended smoking abstinence.,2009,Janes
34400176,20172508,Brain reactivity to smoking cues prior to smoking cessation predicts ability to maintain tobacco abstinence.,2010,Janes
34400176,20703221,Neural substrates of attentional bias for smoking-related cues: an FMRI study.,2010,Janes
34400176,21764527,Association between CHRNA5 genetic variation at rs16969968 and brain reactivity to smoking images in nicotine dependent women.,2012,Janes
34400176,25567427,Insula-Dorsal Anterior Cingulate Cortex Coupling is Associated with Enhanced Brain Reactivity to Smoking Cues.,2015,Janes
34400176,24261848,Memory retrieval of smoking-related images induce greater insula activation as revealed by an fMRI-based delayed matching to sample task.,2015,Janes
34400176,24314346,Genetic variation in the atrial natriuretic peptide transcription factor GATA4 modulates amygdala responsiveness in alcohol dependence.,2014,Jorde
34400176,30687610,Sarcopenia is a reliable predictor of outcomes following radical cystectomy for bladder cancer.,2018,Kaag
34400176,21883951,Neural activation toward erotic stimuli in homosexual and heterosexual males.,2011,Kagerer
34400176,22542509,Individual differences in smoking-related cue reactivity in smokers: an eye-tracking and fMRI study.,2012,Kang
34400176,30886575,Real-Time fMRI Neurofeedback in Patients With Tobacco Use Disorder During Smoking Cessation: Functional Differences and Implications of the First Training Session in Regard to Future Abstinence or Relapse.,2019,Karch
34400176,30243035,Investigating a novel fMRI cannabis cue reactivity task in youth.,2019,Karoly
34400176,12948696,Cortical and limbic activation during viewing of high- versus low-calorie foods.,2003,Killgore
34400176,16467858,Brain activation by visual erotic stimuli in healthy middle aged males.,2006,Kim
34400176,22684096,Functional and effective connectivity of anterior insula in anorexia nervosa and bulimia nervosa.,2012,Kim
34400176,23347356,Assessment of brain metabolites change during visual sexual stimulation in healthy women using functional MR spectroscopy.,2013,Kim
34400176,24939441,Brain activation in response to craving- and aversion-inducing cues related to alcohol in patients with alcohol dependence.,2014,Kim
34400176,19907419,Neural substrates of alcohol-induced smoking urge in heavy drinking nondaily smokers.,2010,King
34400176,29434559,Perceptual Characterization of the Macronutrient Picture System (MaPS) for Food Image fMRI.,2018,King
34400176,23245948,The brain activations for both cue-induced gaming urge and smoking craving among subjects comorbid with Internet gaming addiction and nicotine dependence.,2013,Ko
34400176,29984874,Ghrelin modulates mesolimbic reactivity to alcohol cues in alcohol-addicted subjects: a functional imaging study.,2019,Koopmann
34400176,22461323,(Still) longing for food: insulin reactivity modulates response to food pictures.,2013,Kroemer
34400176,24871202,Brain structure and functional connectivity associated with pornography consumption: the brain on porn.,2014,Kühn
34400176,26767945,FTO gene variant modulates the neural correlates of visual food perception.,2016,Kühn
34400176,20604987,Enhanced smoking cue salience associated with depression severity in nicotine-dependent individuals: a preliminary fMRI study.,2013,Kushnir
34400176,16167185,A functional magnetic resonance imaging (FMRI) study of cue-induced smoking craving in virtual environments.,2005,Lee
34400176,22759909,Craving correlates with mesolimbic responses to heroin-related cues in short-term abstinence from heroin: an event-related fMRI study.,2012,Li
34400176,37334732,Prevalence of psoriatic arthritis in Chinese population with psoriasis: A multicenter study conducted by experienced rheumatologists.,2023,Zhang
34400176,25214465,Predicting subsequent relapse by drug-related cue-induced brain activation in heroin addiction: an event-related functional magnetic resonance imaging study.,2015,Li
34400176,28045460,Neural substrates of cue reactivity and craving in gambling disorder.,2017,Limbrick-Oldfield
34400176,21834172,"DFNX1 Nonsyndromic Hearing Loss and Deafness – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY",1993,Adam
34400176,30788529,Baclofen attenuates fMRI alcohol cue reactivity in treatment-seeking alcohol dependent individuals.,2021,Logge
34400176,22329835,Cue-elicited craving in heroin addicts at different abstinent time: an fMRI pilot study.,2012,Lou
34400176,23571420,Extended-release naltrexone (XR-NTX) attenuates brain responses to alcohol cues in alcohol-dependent volunteers: a bold FMRI study.,2013,Lukas
34400176,28351544,Comparing the effect of clozapine and risperidone on cue reactivity in male patients with schizophrenia and a cannabis use disorder: A randomized fMRI study.,2018,Machielsen
34400176,30646331,Association of Neural Responses to Drug Cues With Subsequent Relapse to Stimulant Use.,2018,MacNiven
34400176,18460331,Ghrelin modulates brain activity in areas that control appetitive behavior.,2008,Malik
34400176,31730369,Effects of attentional bias modification therapy on the cue reactivity and cognitive control networks in participants with cocaine use disorders.,2020,Mayer
34400176,16598192,Effects of expectancy and abstinence on the neural response to smoking cues in cigarette smokers: an fMRI study.,2006,McBride
34400176,17611740,DRD4 VNTR polymorphism is associated with transient fMRI-BOLD responses to smoking cues.,2007,McClernon
34400176,19107465,24-h smoking abstinence potentiates fMRI-BOLD activation to smoking cues in cerebral cortex and dorsal striatum.,2009,McClernon
34400176,26179147,Hippocampal and Insular Response to Smoking-Related Environments: Neuroimaging Evidence for Drug-Context Effects in Nicotine Dependence.,2016,McClernon
34400176,20678551,Acute effects of sublingual buprenorphine on brain responses to heroin-related cues in early-abstinent heroin addicts: an uncontrolled trial.,2010,Mei
34400176,30537770,[Transcranial direct current stimulation (tDCS) for obsessive-compulsive disorder: A new treatment option?].,2020,Palm
34400176,29106683,Neural Responses to Smoking Cues in Schizophrenia.,2018,Moran
34400176,24529072,Right anterior insula connectivity is important for cue-induced craving in nicotine-dependent smokers.,2015,Moran-Santa Maria
34400176,30165099,Increased food choice-evoked brain activation in adolescents with excess weight: Relationship with subjective craving and behavior.,2018,Moreno-Padilla
34400176,16962339,Neuroanatomical correlates of penile erection evoked by photographic stimuli in human males.,2006,Moulier
34400176,22332246,fMRI reactivity to high-calorie food pictures predicts short- and long-term outcome in a weight-loss program.,2012,Murdaugh
34400176,14679386,Differential brain activity in alcoholics and social drinkers to alcohol cues: relationship to craving.,2004,Myrick
34400176,18391135,Effect of naltrexone and ondansetron on alcohol cue-induced activation of the ventral striatum in alcohol-dependent people.,2008,Myrick
34400176,20571434,The effect of aripiprazole on cue-induced brain activation and drinking parameters in alcoholics.,2010,Myrick
34400176,30734916,Difference in neural reactivity to taste stimuli and visual food stimuli in neural circuits of ingestive behavior.,2020,Nakamura
34400176,28801730,Prospective changes in neural alcohol cue reactivity in at-risk adolescents.,2018,Nguyen-Louie
34400176,22395731,Dopamine modulates reward system activity during subconscious processing of sexual stimuli.,2012,Oei
34400176,24275010,Acute stress-induced cortisol elevations mediate reward system activity during subconscious processing of sexual stimuli.,2014,Oei
34400176,17307790,Brain substrates of craving to alcohol cues in subjects with alcohol use disorder.,2007,Park
34400176,17636559,Brain response to visual sexual stimuli in heterosexual and homosexual males.,2008,Paul
34400176,16979350,A functional endophenotype for sexual orientation in humans.,2006,Ponseti
34400176,16815041,Subjective feeling of appetite modulates brain activity: an fMRI study.,2006,Porubská
34400176,23683790,Prospective associations between brain activation to cocaine and no-go cues and cocaine relapse.,2013,Prisciandaro
34400176,23497788,Impact of DCS-facilitated cue exposure therapy on brain activation to cocaine cues in cocaine dependence.,2013,Prisciandaro
34400176,22458561,Brain activation to cocaine cues and motivation/treatment status.,2014,Prisciandaro
34400176,20729530,"fMRI BOLD response in high-risk college students (Part 1): during exposure to alcohol, marijuana, polydrug and emotional picture cues.",2010,Ray
34400176,24949564,"Varenicline, naltrexone, and their combination for heavy-drinking smokers: preliminary neuroimaging findings.",2015,Ray
34400176,17566768,Differential activation of the dorsal striatum by high-calorie visual food stimuli in obese individuals.,2007,Rothemund
34400176,21952129,Compulsivity predicts fronto striatal activation in severely anorectic individuals.,2011,Rothemund
34400176,21185518,Smoking-related cue-induced brain activation in adolescent light smokers.,2011,Rubinstein
34400176,17469913,Neural correlates of sexual arousal in homosexual and heterosexual men.,2007,Safron
34400176,21316465,Stability of fMRI striatal response to alcohol cues: a hierarchical linear modeling approach.,2011,Schacht
34400176,23389755,Effects of a GABA-ergic medication combination and initial alcohol withdrawal severity on cue-elicited brain activation among treatment-seeking alcoholics.,2013,Schacht
34400176,22580204,Appetite regulation during food cue exposure: a comparison of normal-weight and obese women.,2012,Scharmüller
34400176,18996508,Binge-eating disorder: reward sensitivity and brain activation to images of food.,2009,Schienle
34400176,18358744,Functional brain correlates of heterosexual paedophilia.,2008,Schiffer
34400176,33224402,Video-Based Training in Recognizing Exemplars of Autism Spectrum Disorder Diagnostic Criteria.,2020,Strickland
34400176,30991248,The effect of N-acetylcysteine and working memory training on neural mechanisms of working memory and cue reactivity in regular cocaine users.,2019,Schulte
34400176,19365394,Activation in brain energy regulation and reward centers by food cues varies with choice of visual stimulus.,2009,Schur
34400176,20881127,The architecture of reward value coding in the human orbitofrontal cortex.,2010,Sescousse
34400176,15703257,Pictures of appetizing foods activate gustatory cortices for taste and reward.,2005,Simmons
34400176,24523702,The role of habits and motivation in human drug addiction: a reflection.,2014,Sjoerds
34400176,16133128,Severity of nicotine dependence modulates cue-induced brain activity in regions involved in motor preparation and imagery.,2006,Smolka
34400176,16299017,"Effects of short-term normobaric hypoxia on haematology, muscle phenotypes and physical performance in highly trained athletes.",2006,Basset
34400176,16038771,Erotic and disgust-inducing pictures--differences in the hemodynamic responses of the brain.,2005,Stark
34400176,31394197,No Sex Difference Found: Cues of Sexual Stimuli Activate the Reward System in both Sexes.,2019,Stark
34400176,29729394,Neural correlates of gender differences in distractibility by sexual stimuli.,2018,Strahler
34400176,12860777,Neural response to alcohol stimuli in adolescents with alcohol use disorder.,2003,Tapert
34400176,14667419,fMRI BOLD response to alcohol stimuli in alcohol dependent young women.,2004,Tapert
34400176,16445991,Cerebral processing of food-related stimuli: effects of fasting and gender.,2006,Uher
34400176,19015835,Acute exercise modulates cigarette cravings and brain activation in response to smoking-related images: an fMRI study.,2009,Janse Van Rensburg
34400176,22097928,Do brain responses to emotional images and cigarette cues differ? An fMRI study in smokers.,2011,Versace
34400176,23955492,Brain responses to erotic and other emotional stimuli in breast cancer survivors with and without distress about low sexual desire: a preliminary fMRI study.,2013,Versace
34400176,20670348,"Initial, habitual and compulsive alcohol use is characterized by a shift of cue processing from ventral to dorsal striatum.",2010,Vollstädt-Klein
34400176,20331560,Severity of dependence modulates smokers' neuronal cue reactivity and cigarette craving elicited by tobacco advertisement.,2011,Vollstädt-Klein
34400176,21292243,Effects of cue-exposure treatment on neural cue reactivity in alcohol dependence: a randomized trial.,2011,Vollstädt-Klein
34400176,21790907,Validating incentive salience with functional magnetic resonance imaging: association between mesolimbic cue reactivity and attentional bias in alcohol-dependent patients.,2012,Vollstädt-Klein
34400176,21248113,Spontaneous action representation in smokers when watching movie characters smoke.,2011,Wagner
34400176,24720731,Orbitofrontal response to drug-related stimuli after heroin administration.,2015,Walter
34400176,23421466,Gender commonalities and differences in the neural processing of visual sexual stimuli.,2013,Wehrum
34400176,25117824,At the second glance: stability of neural responses toward visual sexual stimuli.,2014,Wehrum-Osinsky
34400176,30734203,Assessing drug cue-induced brain response in heroin dependents treated by methadone maintenance and protracted abstinence measures.,2020,Wei
34400176,22114078,Mindful attention reduces neural and self-reported cue-induced craving in smokers.,2013,Westbrook
34400176,24186078,Neural responses to subliminally presented cannabis and other emotionally evocative cues in cannabis-dependent individuals.,2014,Wetherill
34400176,22887826,Diagnosing different binge-eating disorders based on reward-related brain activation patterns.,2012,Weygandt
34400176,32125616,Conscious and unconscious brain responses to food and cocaine cues.,2021,Wiers
34400176,21466926,Enhanced cue reactivity and fronto-striatal functional connectivity in cocaine use disorders.,2011,Wilcox
34400176,16085533,Instructed smoking expectancy modulates cue-elicited neural activity: a preliminary study.,2005,Wilson
34400176,21859165,Quitting-unmotivated and quitting-motivated cigarette smokers exhibit different patterns of cue-elicited brain activation when anticipating an opportunity to smoke.,2012,Wilson
34400176,22483100,Ambivalence about smoking and cue-elicited neural activity in quitting-motivated smokers faced with an opportunity to smoke.,2013,Wilson
34400176,12381499,Development of alcohol-associated cues and cue-induced brain activation in alcoholics.,2002,Wrase
34400176,17291784,Dysfunction of reward processing correlates with alcohol craving in detoxified alcoholics.,2007,Wrase
34400176,16406379,Thirsty heroin addicts show different fMRI activations when exposed to water-related and drug-related cues.,2006,Xiao
34400176,24779871,Occurrence of several main antibiotic residues in raw milk in 10 provinces of China.,2013,Zheng
34400176,22890475,Sensory modality of smoking cues modulates neural cue reactivity.,2013,Yalachkov
34400176,18266213,Dynamic neural responses to cue-reactivity paradigms in heroin-dependent users: an fMRI study.,2009,Yang
34400176,24695721,Nipping cue reactivity in the bud: baclofen prevents limbic activation elicited by subliminal drug cues.,2014,Young
34400176,26303184,Cigarette smoking leads to persistent and dose-dependent alterations of brain activity and connectivity in anterior insula and anterior cingulate.,2015,Zanchi
34400176,32258854,Estimation of the Optimal Iteration Number for Minimal Image Discrepancy.,2019,Zeng
34400176,20576388,Neural circuits of disgust induced by sexual stimuli in homosexual and heterosexual men: an fMRI study.,2011,Zhang
34400176,20688176,Anatomical differences and network characteristics underlying smoking cue reactivity.,2011,Zhang
34400176,30295396,Hypothalamic response to cocaine cues and cocaine addiction severity.,2020,Zhang
34400176,36003900,PYTAF: A Python Tool for Spatially Resampling Earth Observation Data.,2022,Zhao
34400176,31204249,"Cue Reactivity in the Ventral Striatum Characterizes Heavy Cannabis Use, Whereas Reactivity in the Dorsal Striatum Mediates Dependent Use.",2019,Zhou
34400176,18823721,Neurobiological substrates of cue-elicited craving and anhedonia in recently abstinent opioid-dependent males.,2009,Zijlstra
32078973,21766170,Smoking withdrawal is associated with increases in brain activation during decision making and reward anticipation: a preliminary study.,2012,Addicott
32078973,21451019,"The known unknowns: neural representation of second-order uncertainty, and ambiguity.",2011,Bach
32078973,19211872,Neural activity associated with the passive prediction of ambiguity and risk for aversive events.,2009,Bach
32078973,21325535,Dissociating the effect of noise on sensory processing and overall decision difficulty.,2011,Bankó
32078973,24474790,Neural representation of expected value in the adolescent brain.,2014,Barkley-Levenson
32078973,23982589,Effects of attention and perceptual uncertainty on cerebellar activity during visual motion perception.,2014,Baumann
32078973,22339607,Neural processes of an indirect analog of risk taking in young nondependent adult alcohol drinkers-an FMRI study of the stop signal task.,2012,Bednarski
32078973,18295984,Reduced posterior mesofrontal cortex activation by risky rewards in substance-dependent patients.,2008,Bjork
32078973,17475792,Developmental differences in posterior mesofrontal cortex recruitment by risky rewards.,2007,Bjork
32078973,15130588,The cerebellum and decision making under uncertainty.,2004,Blackwood
