meta_pmid,study_pmid,status,final_status,title,Author,corrected_status,reason,SourceSheet,posthoc_status,posthoc_reason
36436737,24834034,YES,YES,Money talks: neural substrate of modulation of fairness by monetary incentives.,Zhou Y,YES,Technically not whole brain,YES,NO,Technically Not Whole Brain
36436737,24842782,YES,YES,Orbitofrontal Cortex Reactivity to Angry Facial Expression in a Social Interaction Correlates with Aggressive Behavior.,Beyer F,YES,,YES,,
36436737,24880954,YES,NO,Different impressions of other agents obtained through social interaction uniquely modulate dorsal and ventral pathway activities in the social human brain.,Takahashi H,YES,,YES,,
36436737,24936688,YES,YES,Ventral medial prefrontal cortex and person evaluation: forming impressions of others varying in financial and moral status.,Cloutier J,YES,,YES,,
36436737,25042446,YES,YES,Implicit false-belief processing in the human brain.,Schneider D,YES,,YES,,
36436737,25088911,YES,YES,You are in sync with me: neural correlates of interpersonal synchrony with a partner.,Cacioppo S,YES,,YES,,
36436737,25118071,YES,YES,An evaluation of traffic-awareness campaign videos: empathy induction is associated with brain function within superior temporal sulcus.,Zelinkova J,YES,,YES,,
36436737,25220190,YES,NO,How the human brain exchanges information across sensory modalities to recognize other people.,Blank H,NO,ROI,YES,,
36436737,25244113,YES,NO,Asymmetric connectivity between the anterior temporal lobe and the language network.,Hurley RS,NO,"AtypicalData, NotHealthy",YES,,
36436737,25253279,YES,NO,Social-network complexity in humans is associated with the neural response to social information.,Dziura SL,NO,NoCoordinates,YES,YES,"No coordinates available, but study does report whole-brain analysis"
36436737,25281889,YES,YES,Alexithymic features and the labeling of brief emotional facial expressions - An fMRI study.,Ihme K,YES,,YES,,
36436737,25289182,NO,NO,One pair of hands is not like another: caudate BOLD response in dogs depends on signal source and canine temperament.,Cook PF,NO,Non-Human,Non-Human,,
36436737,25298009,NO,YES,Beautiful friendship: Social sharing of emotions improves subjective feelings and activates the neural reward circuitry.,Wagner U,YES,NoHealthyInfo,YES,,
36436737,25315788,YES,YES,Social gating of sensory information during ongoing communication.,Anders S,YES,,YES,,
36436737,25338630,YES,NO,Neural dynamics of social tie formation in economic decision-making.,Bault N,YES,Atypical-Maybe,YES,,
36436737,25489093,YES,NO,Cerebral coherence between communicators marks the emergence of meaning.,Stolk A,NO,Atypical,YES,YES,
36436737,25499683,NO,NO,"Hyperscanning neuroimaging technique to reveal the ""two-in-one"" system in social interactions.",Koike T,NO,No Coordinates,No Coordinates,,
36436737,25512496,NO,NO,Large-scale topology and the default mode network in the mouse connectome.,Stafford JM,NO,Non-Human,Non-Human,,
36436737,25534111,YES,YES,A frontotemporoparietal network common to initiating and responding to joint attention bids.,Caruana N,YES,,YES,,
36436737,25571093,NO,NO,Dual logic and dual neural basis for reciprocal social interaction in eye contact.,Lee RF.,NO,NoDemographicInfo,YES,,
36436737,25640962,YES,YES,Feeling addressed! The role of body orientation and co-speech gesture in social communication.,Nagels A,YES,,YES,,
36436737,25697049,YES,YES,The neural basis of perceiving person interactions.,Quadfleg S,YES,,YES,,
36436737,25716010,YES,YES,From personal fear to mass panic: The neurological basis of crowd perception.,Huis In 't Veld EM,YES,,YES,,
36436737,25729358,YES,YES,The neural basis of deception in strategic interactions.,Volz KG,YES,,YES,,
36436737,25758671,NO,NO,Chronic Childhood Peer Rejection is Associated with Heightened Neural Responses to Social Exclusion During Adolescence.,Will GJ,NO,Non-Adults,Non-Adults,,
36436737,25759285,NO,NO,The development of the intrinsic functional connectivity of default network subsystems from age 3 to 5.,Xiao Y,NO,Non-Adults,Non-Adults,,
36436737,25770039,NO,NO,Distinct neural correlates of emotional and cognitive empathy in older adults.,Moore DC,NO,Non-Adults,Non-Adults,,
36436737,25820129,YES,NO,How the brain predicts people's behavior in relation to rules and desires. Evidence of a medio-prefrontal dissociation.,Corradi-Dell'Acqua C,YES,,YES,,
36436737,25885446,NO,NO,Dual logic and cerebral coordinates for reciprocal interaction in eye contact.,Lee RF.,YES,,YES,,
36436737,25893437,NO,NO,Explaining mirror-touch synesthesia.,Ward J,NO,Not an experiment,YES,,
36436737,25911123,YES,YES,Folk explanations of behavior: a specialized use of a domain-general mechanism.,Spunt RP,YES,,YES,,
36436737,25929599,YES,YES,Distinct neural processes are engaged in the modulation of mimicry by social group-membership and emotional expressions.,Rauchbauer B,YES,,YES,,
36436737,25944965,YES,YES,Gender-specific modulation of neural mechanisms underlying social reward processing by Autism Quotient.,Barman A,YES,Does compare to autistic population,YES,,
36436737,25987597,NO,NO,Social working memory and its distinctive link to social cognitive ability: an fMRI study.,Meyer ML,NO,NoHealthyInfo,YES,YES,Subjects are healthy
36436737,25996424,YES,YES,(How) observed eye-contact modulates gaze following. An fMRI study.,Bocklet A,YES,,YES,,
36436737,26048954,YES,NO,Functional Organization of Social Perception and Cognition in the Superior Temporal Sulcus.,Deen B,NO,ROI,YES,,
36436737,26117505,YES,YES,The neural basis of conceptualizing the same action at different levels of abstraction.,Spunt RP,YES,,YES,,
36436737,26143208,YES,YES,Temporal unpredictability of a stimulus sequence and the processing of neutral and emotional stimuli.,Koppe G,YES,,YES,,
36436737,26162239,YES,NO,Adult attachment style modulates neural responses in a mentalizing task.,Schneider-Hassloff H,YES,,YES,YES,
36436737,26168793,YES,YES,The neural basis of the imitation drive.,Hanawa S,YES,,YES,,
36436737,26188122,NO,NO,Neural correlates of parent-child HPA axis coregulation.,Saxbi D,NO,Non-Adults,Non-Adults,,
36436737,26200892,NO,NO,Atypical processing of voice sounds in infants at risk for autism spectrum disorder.,Blasi A,NO,Non-Adults,Non-Adults,,
36436737,26206505,NO,YES,Individual differences in response of dorsomedial prefrontal cortex predict daily social behavior.,Powers KE,YES,NoHealthyInfo,YES,,
36436737,26235682,YES,YES,Differential activation of the ventromedial prefrontal cortex between male and female givers of social reputation.,Kawasaki I,YES,,YES,,
36436737,26254589,YES,YES,Dissecting the social brain: Introducing the EmpaToM to reveal distinct neural networks and brain-behavior relations for empathy and Theory of Mind.,Kanske P,YES,,YES,,
36436737,26262561,YES,YES,The attracting power of the gaze of politicians is modulated by the personality and ideological attitude of their voters: a functional magnetic resonance imaging study.,Cazzato V,YES,,YES,,
36436737,26301900,YES,YES,Is the Medial Prefrontal Cortex Necessary for Theory of Mind?,Otti A,YES,,YES,,
36436737,26318628,YES,NO,Sex differences in effective fronto-limbic connectivity during negative emotion processing.,Lungu O,NO,Atypical,YES,,
36436737,26323252,YES,YES,How pain empathy depends on ingroup/outgroup decisions: A functional magnet resonance imaging study.,Ruckmann J,YES,,YES,,
36436737,26337369,YES,YES,Personality traits predict brain activation and connectivity when witnessing a violent conflict.,Van den Stocks ,YES,,YES,,
36436737,26342221,YES,YES,Reading fiction and reading minds: the role of simulation in the default network.,Tamir DI,YES,,YES,,
36436737,26348613,NO,NO,Face Patch Resting State Networks Link Face Processing to Social Cognition.,Schwiedrzik CM,NO,Non-Human,Non-Human,,
36436737,26365506,YES,YES,Common and distinct networks for self-referential and social stimulus processing in the human brain.,Herold D,YES,,YES,,
36436737,26385612,YES,YES,Genetic and neural correlates of romantic relationship satisfaction.,Luo S,YES,,YES,,
36436737,26417673,YES,YES,Neural basis of disgust perception in racial prejudice.,Liu Y,YES,,YES,,
36436737,26481048,NO,YES,Common and distinct neural mechanisms of the fundamental dimensions of social cognition.,Han M,YES,,YES,,
36436737,26483621,NO,NO,Development of social skills in children: neural and behavioral evidence for the elaboration of cognitive models.,Soto-Icaza P,NO,Non-Adults,Non-Adults,,
36436737,26505303,YES,YES,Brain basis of communicative actions in language.,Egorova N,YES,,YES,,
36436737,26514295,YES,NO,Neural substrates of shared attention as social memory: A hyperscanning functional magnetic resonance imaging study.,Koike T,YES,,YES,,
36436737,26541443,YES,NO,Understanding the influence of personality on dynamic social gesture processing: An fMRI study.,Saggar M,YES,,YES,NO,Technically out of age range
36436737,26567160,YES,YES,Trying to trust: Brain activity during interpersonal social attitude change.,Filkowski MM,YES,,YES,,
36436737,26598684,YES,YES,Neural mechanisms tracking popularity in real-world social networks.,Zerubavel N,YES,,YES,,
36436737,26604273,YES,YES,The Temporal Pole Top-Down Modulates the Ventral Visual Stream During Social Cognition.,Pehrs C,YES,,YES,,
36436737,26608245,YES,YES,Interaction matters: A perceived social partner alters the neural processing of human speech.,Rice K,YES,,YES,,
36436737,26621704,YES,NO,"Neural evidence that three dimensions organize mental state representation: Rationality, social impact, and valence.",Tamir DI,NO,Atypical,YES,NO,Atypical analysis (PCA-derived dimensions)
36436737,26656563,NO,YES,Getting to know you: general and specific neural computations for learning about people.,Stanley DA,YES,NoHealthyInfo,YES,,
36436737,26736634,NO,NO,Emergence of the default-mode network from resting-state to activation-state in reciprocal social interaction via eye contact.,Lee RF.,NO,NoDemographicInfo,YES,,
36436737,26737187,NO,NO,Feature analysis for correlation studies of simultaneous EEG-fMRI data: A proof of concept for neurofeedback approaches.,Simoes S,NO,ROI,YES,,
36436737,26746179,YES,YES,'Imagined guilt' vs 'recollected guilt': implications for fMRI.,,YES,,,,
36436737,26759479,NO,NO,Facial Expressions Evoke Differential Neural Coupling in Macaques.,Lui N,NO,Non-Human,Non-Human,,
36436737,26803059,YES,YES,Stimulus-dependent amygdala involvement in affective theory of mind generation.,Schmitgen MM,YES,,YES,,
36436737,26812250,YES,YES,Effects of empathic social responses on the emotions of the recipient.,Seehausen M,YES,,YES,,
36436737,26825440,YES,NO,Modelling the perceptual similarity of facial expressions from image statistics and neural responses.,Sormaz M,NO,Atypical,YES,NO,No whole-brain results are presented
36436737,26892856,NO,NO,Look into my eyes: Investigating joint attention using interactive eye-tracking and fMRI in a developmental sample.,Oberwelland E,NO,Non-Adults,Non-Adults,,
36436737,26892859,YES,YES,"Criticism hurts everybody, praise only some: Common and specific neural responses to approving and disapproving social-evaluative videos.",Meidl SF,YES,,YES,,
36436737,26908320,YES,YES,Dynamic neural mechanisms underlie race disparities in social cognition.,Cassidy BS,YES,,YES,,
36436737,26920683,YES,YES,Linking person perception and person knowledge in the human brain.,Greven IM,YES,,YES,,
36436737,26934715,NO,NO,Our Faces in the Dog's Brain: Functional Imaging Reveals Temporal Cortex Activation during Perception of Human Faces.,Cuaya LV,NO,Non-Human,Non-Human,,
36436737,26946502,NO,NO,A Plea for Cross-species Social Neuroscience.,Keysers C,NO,Non-Human,Non-Human,,
36436737,26969865,YES,YES,Theory of mind for processing unexpected events across contexts.,Dungan JA,YES,,YES,,
36436737,27007121,YES,YES,Contributions of self-report and performance-based individual differences measures of social cognitive ability to large-scale neural network functioning.,Smith R,YES,,YES,,
36436737,27039141,YES,YES,Trails of meaning construction: Symbolic artifacts engage the social brain.,Tylen K,YES,,YES,,
36436737,27090501,YES,YES,Increased frequency of social interaction is associated with enjoyment enhancement and reward system activation.,Kawamichi H,YES,,YES,,
36436737,27091676,NO,NO,Plastic modulation of episodic memory networks in the aging brain with cognitive decline.,Bai F,NO,Non-Adults,Non-Adults,,
36436737,27095057,YES,YES,How do you make me feel better? Social cognitive emotion regulation and the default mode network.,Xie X,YES,,YES,,
36436737,27096431,YES,YES,The Role of the Insular Cortex in Retaliation.,Emmerling F,YES,,YES,,
36436737,27109357,YES,NO,"Oxytocin receptor polymorphism and childhood social experiences shape adult personality, brain structure and neural correlates of mentalizing.",Schneider-Hassloff H,NO,Atypical,YES,NO,"Main effects are only reported verbally, not actual data shared (x,y,z)"
36436737,27122031,YES,NO,"Decoding the Charitable Brain: Empathy, Perspective Taking, and Attention Shifts Differentially Predict Altruistic Giving.",Tusche A,YES,No Univariate Coordinates,YES,,
36436737,27129758,NO,NO,Overlapping communities reveal rich structure in large-scale brain networks during rest and task conditions.,Najafi,NO,NotOriginal,YES,,
36436737,27129794,NO,NO,Are strong empathizers better mentalizers? Evidence for independence and interaction between the routes of social cognition.,Kanske P,NO,NoDemographicInfo,YES,YES,"Weak demographic info, but likely is healthy"
36436737,27150109,NO,NO,Early-Childhood Social Reticence Predicts Brain Function in Preadolescent Youths During Distinct Forms of Peer Evaluation.,Jarcho JM,NO,Non-Adults,Non-Adults,,
36436737,27165762,YES,YES,Distinct neural patterns of social cognition for cooperation versus competition.,Tsoi L,YES,,YES,,
36436737,27167401,YES,NO,Social Cognition as Reinforcement Learning: Feedback Modulates Emotion Inference.,Zaki J,NO,Atypical,YES,YES,"In reality would exclude, but meets inclusion criteria - is social task"
36436737,27170266,NO,NO,"Testing differential susceptibility: Plasticity genes, the social environment, and their interplay in adolescent response inhibition.",Richards JS,NO,Non-Adults,Non-Adults,,
36436737,27185915,NO,NO,Neural circuits underlying mother's voice perception predict social communication abilities in children.,Abrams DA,NO,Non-Adults,Non-Adults,,
36436737,27217118,YES,YES,Neural dissociations between meaningful and mere inconsistency in impression updating.,Mende-Siedlecki P,YES,,YES,,
36436737,27236373,YES,YES,Social representations and contextual adjustments as two distinct components of the Theory of Mind brain network: Evidence from the REMICS task.,Lavoie MA,YES,,YES,,
36436737,27247125,NO,NO,The Power of the Like in Adolescence: Effects of Peer Influence on Neural and Behavioral Responses to Social Media.,Shermen LE,NO,Non-Adults,Non-Adults,,
36436737,27266443,YES,YES,Mindfulness training increases cooperative decision making in economic exchanges: Evidence from fMRI.,Kirk U,YES,,YES,,
36436737,27272314,NO,NO,Perceived live interaction modulates the developing social brain.,Rice K,NO,Non-Adults,Non-Adults,,
36436737,27280153,YES,NO,"Topographical Organization of Attentional, Social, and Memory Processes in the Human Temporoparietal Cortex.",Igelström KM,NO,Atypical,YES,,
36436737,27319001,YES,YES,Contextual exclusion processing: an fMRI study of rejection in a performance-related context.,Wagels S,YES,,YES,,
36436737,27340019,NO,NO,"Neurology of ecstatic religious and similar experiences: Ecstatic, orgasmic, and musicogenic seizures. Stendhal syndrome and autoscopic phenomena.",Arias M.,NO,NoCoordiantes,YES,,
36436737,27358450,YES,NO,The Dorsal Medial Prefrontal Cortex Responds Preferentially to Social Interactions during Natural Viewing.,Wagner DD,NO,Atypical,YES,YES,Naturalistic analysis atypical but reports main social effect
36436737,27375449,YES,YES,What Impact does An Angry Context have Upon Us? The Effect of Anger on Functional Connectivity of the Right Insula and Superior Temporal Gyri.,Mazzola V,YES,,YES,,
36436737,27405334,YES,NO,Inhibition of Information Flow to the Default Mode Network During Self-Reference Versus Reference to Others.,Soch J,YES,,YES,,
36436737,27458349,YES,NO,Impact of Short Social Training on Prosocial Behaviors: An fMRI Study.,Lukinova E,YES,,YES,,
36436737,27458363,YES,YES,Neural Correlates of the Appraisal of Attachment Scenes in Healthy Controls and Social Cognition-An fMRI Study.,Labek K,YES,,YES,,
36436737,27477020,NO,YES,Self-Other Mergence in the Frontal Cortex during Cooperation and Competition.,Whittmann MK,YES,NoHealthyInfo,YES,,
36436737,27494142,YES,YES,The Neural Responses to Social Cooperation in Gain and Loss Context.,Sun P,YES,,YES,,
36436737,27496338,YES,YES,Neural correlates of naturalistic social cognition: brain-behavior relationships in healthy adults.,Deuse L,YES,,YES,,
36436737,27506384,NO,NO,The neurobiology of the emotional adolescent: From the inside out.,Guyer AE,NO,Non-Adults,Non-Adults,,
36436737,27510495,YES,YES,Intrinsic functional connectivity underlying successful emotion regulation of angry faces.,Morawetz C,YES,,YES,,
36436737,27521302,NO,NO,Awake canine fMRI predicts dogs' preference for praise vs food.,Cook PF,NO,Non-Human,Non-Human,,
36436737,27528669,YES,YES,Neurocomputational mechanisms of prosocial learning and links to empathy.,Lockwood PA,YES,,YES,,
36436737,27568587,YES,YES,The selfless mind: How prefrontal involvement in mentalizing with similar and dissimilar others shapes empathy and prosocial behavior.,Majdandžić J,YES,,YES,,
36436737,27576746,YES,YES,When BOLD is thicker than water: processing social information about kin and friends at different levels of the social network.,Wlodarski R,YES,,YES,,
36436737,27579051,YES,NO,Neural Modulation in Aversive Emotion Processing: An Independent Component Analysis Study.,,NO,Atypical,,YES,Typical results are presented in supplement
36436737,27622781,YES,YES,Increases in brain activity during social competition predict decreases in working memory performance and later recall.,Dimenechi B,YES,,YES,,
36436737,27642220,YES,NO,"Social in, social out: How the brain responds to social language with more social language.",,YES,,,,
36436737,27695409,NO,NO,Contribution of Neuroimaging Studies to Understanding Development of Human Cognitive Brain Functions.,Morita T,NO,NotOriginal,YES,,
36436737,27713694,NO,NO,Variation in the Oxytocin Receptor Gene Is Associated with Face Recognition and its Neural Correlates.,Westberg L,NO,ROI,YES,,
36436737,27716474,YES,YES,The impact of aging on the neural networks involved in gaze and emotional processing.,Ziaei M,NO,Out of age range 18+,YES,,
36436737,27798249,YES,YES,Increased neural responses to empathy for pain might explain how acute stress increases prosociality.,Tomova,YES,,YES,,
36436737,27803286,YES,YES,The neural basis of understanding the expression of the emotions in man and animals.,Spunt RP,YES,,YES,,
36436737,27815729,NO,NO,Mu rhythm suppression is associated with the classification of emotion in faces.,Moore M,NO,No Coordinates,No Coordinates,,
36436737,27856343,YES,YES,Brain response to masked and unmasked facial emotions as a function of implicit and explicit personality self-concept of extraversion.,Suslow T,YES,,YES,,
36436737,27859899,NO,NO,Neural signatures of trust in reciprocity: A coordinate-based meta-analysis.,Bellucci G,NO,NotOriginal,YES,,
36436737,27866893,NO,NO,Effective Connectivity Reveals Largely Independent Parallel Networks of Face and Body Patches.,Premereur E,NO,Non-Human,Non-Human,,
36436737,27898705,NO,NO,The Role of the Amygdala in Facial Trustworthiness Processing: A Systematic Review and Meta-Analyses of fMRI Studies.,Santos S,NO,NoAgeInfo,YES,,
36436737,27978778,YES,NO,Decoding task and stimulus representations in face-responsive cortex.,Kliemann D,NO,Atypical,YES,YES,Task is social communication
36436737,28008075,YES,YES,Deciphering human motion to discriminate social interactions: a developmental neuroimaging study.,Sapey-Triomphe LA,YES,,YES,,
36436737,28094810,NO,NO,Aberrant development of intrinsic brain activity in a rat model of caregiver maltreatment of offspring.,Yan CG,NO,Non-Human,Non-Human,,
36436737,28169323,NO,NO,Social pain and social gain in the adolescent brain: A common neural circuitry underlying both positive and negative social evaluation.,Dalgleish T,NO,Non-Adults,Non-Adults,NO,Group is adolescents -- update prompt
36436737,28242678,YES,YES,A neural model of valuation and information virality.,Scholz ,YES,,YES,,
36436737,28289200,YES,NO,Dynamic neural architecture for social knowledge retrieval.,Wang Y,YES,,YES,,
36436737,28338962,YES,YES,Higher order intentionality tasks are cognitively more demanding.,Lewis PA,YES,,YES,,
36436737,28393755,NO,NO,Chronic peer victimization heightens neural sensitivity to risk taking.,Telzer EH,NO,Non-Adults,Non-Adults,,
36436737,28455517,YES,NO,Neural Activity while Imitating Emotional Faces is Related to Both Lower and Higher-Level Social Cognitive Performance.,Hawco C,NO,Atypical,YES,NO,PLS analysis does not show main task effect
36436737,28465434,NO,NO,Brain connectivity dynamics during social interaction reflect social network structure.,Schmälzle R,NO,Non-Adults,Non-Adults,,
36436737,28477977,YES,YES,Brain networks of social action-outcome contingency: The role of the ventral striatum in integrating signals from the sensory cortex and medial prefrontal cortex.,Sumiya M,YES,,YES,,
36436737,28504911,YES,YES,The Value of Sharing Information: A Neural Account of Information Transmission.,Baeck EC,YES,,YES,,
36436737,28522533,NO,NO,A dedicated network for social interaction processing in the primate brain.,Sliwa J,NO,Non-Human,Non-Human,,
36436737,28540647,NO,NO,The integration of social influence and reward: Computational approaches and neural evidence.,,NO,NotOriginal,,YES,Paper states data is original
36436737,28551067,YES,NO,The neural correlates of reciprocity are sensitive to prior experience of reciprocity.,Cáceda R,YES,,YES,,
36436737,28557690,YES,NO,Consistent Neural Activity Patterns Represent Personally Familiar People.,Thornton MA,NO,Atypical,YES,,
36436737,28583386,NO,NO,Laugh or cringe? Common and distinct processes of reward-based schadenfreude and empathy-based fremdscham.,Paulus FM,NO,NotHealthy,YES,YES,Group is healthy. Autistic subjects were not included in analysis
36436737,28608647,NO,NO,Specifying the brain anatomy underlying temporo-parietal junction activations for theory of mind: A review using probabilistic atlases from different imaging modalities.,Schurz M,NO,NotOriginal,YES,,
36436737,28643894,YES,NO,Do implicit and explicit belief processing share neural substrates?,Claire K. Naughtin,NO,No Coordinates,YES,YES,Although coordinates are not report-- whole brain results are shown
36436737,28748572,NO,NO,Let's chat: developmental neural bases of social motivation during real-time peer interaction.,Warnell KL,NO,Non-Adults,Non-Adults,,
36436737,28766324,NO,NO,Resting-state fMRI and social cognition: An opportunity to connect.,Doruyter A,NO,NotHealthy,YES,,
36436737,28807871,NO,NO,"Mentalizing regions represent distributed, continuous, and abstract dimensions of others' beliefs.",Koster-Hale J,NO,NoHealthyInfo,YES,,
36436737,28905269,YES,YES,Differences in Neural Response to Romantic Stimuli in Monogamous and Non-Monogamous Men.,Hamilton LD,YES,,YES,,
36436737,28914498,NO,NO,Shared temptations: An fMRI study of dishonest profit maximization.,Simmnak,NO,"NoHealthyInfo, SingleSubject",YES,,
36436737,28931014,YES,YES,Phonological memory in sign language relies on the visuomotor neural system outside the left hemisphere language network.,Kanazawa Y,YES,,YES,YES,
36436737,28966083,NO,NO,Assessing autism at its social and developmental roots: A review of Autism Spectrum Disorder studies using functional near-infrared spectroscopy.,Liu T,NO,NotOriginal,YES,,
36436737,29039129,YES,YES,Implicit attitudes and executive control interact to regulate interest in extra-pair relationships.,Ueda R,YES,,YES,,
36436737,29073111,NO,YES,Perceiving social interactions in the posterior superior temporal sulcus.,Isik L,YES,"ROI, NotHealthy, NotfMRI",YES,,
36436737,29077925,,YES,External motivation to avoid prejudice alters neural responses to targets varying in race and status.,,YES,,,,
36436737,29079809,YES,YES,Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma.,Bacha-Trams M,YES,,YES,,
36436737,29097704,YES,YES,Potential for social involvement modulates activity within the mirror and the mentalizing systems.,Begliomini C,YES,,YES,,
36436737,29111359,YES,NO,Role of Spontaneous Brain Activity in Explicit and Implicit Aspects of Cognitive Flexibility under Socially Conflicting Situations: A Resting-state fMRI Study using Fractional Amplitude of Low-frequency Fluctuations.,Fujino J,NO,Connectivity,YES,,
36436737,29126210,YES,NO,The functional role of ventral anterior cingulate cortex in social evaluation: disentangling valence from subjectively rewarding opportunities.,Rigney AE,NO,ROI,YES,,
36436737,29164726,YES,NO,Functional connectivity changes following interpersonal reactivity.,,NO,Connectivity,,,
36436737,29221830,YES,YES,Distinguishable memory retrieval networks for collaboratively and non-collaboratively learned information.,Vanlangendonck F,YES,,YES,,
36436737,29265483,YES,YES,Affective and cooperative social interactions modulate effective connectivity within and between the mirror and mentalizing systems.,Arioli M,YES,,YES,,
36436737,29324862,YES,YES,Taking two to tango: fMRI analysis of improvised joint action with physical contact.,Chauvigné LAS,YES,,YES,,
36436737,29330483,YES,YES,"Neural Correlates of Sexual Orientation in Heterosexual, Bisexual, and Homosexual Women.",Safron A,YES,,YES,,
36436737,29352154,NO,NO,Resting state brain networks in the prairie vole.,Ortizz JJ,NO,Non-Human,Non-Human,,
36436737,29366950,NO,NO,"Human behavioural discrimination of human, chimpanzee and macaque affective vocalisations is reflected by the neural response in the superior temporal sulcus.",Frtiz T,NO,Non-Human,Non-Human,NO,No human only results were shown
36436737,29396415,NO,NO,Inter-subject synchrony as an index of functional specialization in early childhood.,Moraczewski D,NO,Non-Adults,Non-Adults,YES,Adult only data is reported
36436737,29408539,YES,NO,"Triple representation of language, working memory, social and emotion processing in the cerebellum: convergent evidence from task and seed-based resting-state fMRI analyses in a single large cohort.",Guell X,NO,Atypical,YES,NO,Results are not whole-brain only cerebellar
36436737,29432769,YES,YES,Self-construals moderate associations between trait creativity and social brain network.,Lui Y,YES,,YES,,
36436737,29455860,NO,NO,A Social-Interactive Neuroscience Approach to Understanding the Developing Brain.,Redcay E,NO,NotOriginal,YES,,
36436737,29455864,NO,NO,Social Influence on Positive Youth Development: A Developmental Neuroscience Perspective.,Telzer EH,NO,Non-Adults,Non-Adults,,
36436737,29476765,YES,YES,Neural responses to visually observed social interactions.,,YES,,YES,,
36436737,29518712,NO,NO,Not just social sensitivity: Adolescent neural suppression of social feedback during risk taking.,McCormick M,NO,Non-Adults,Non-Adults,,
36436737,29561702,NO,NO,Neural Mechanisms of Social Cognition in Primates.,Wittmann K,NO,Non-Human,Non-Human,,
36436737,29582502,YES,YES,The role of the right temporo-parietal junction in social decision-making.,Bitsch F,YES,,YES,,
36436737,29723244,YES,YES,"The ""social brain"" is highly sensitive to the mere presence of social information: An automated meta-analysis and an independent study.",Tso IF,YES,,YES,,
36436737,29740753,YES,YES,Facial Expression Enhances Emotion Perception Compared to Vocal Prosody: Behavioral and fMRI Studies.,Zhang H,YES,,YES,,
36436737,29760183,YES,YES,Neural Mechanisms Underlying Individual Differences in Control-Averse Behavior.,Rudorf S,YES,,YES,,
36436737,29771359,YES,YES,Neural bases of social communicative intentions in speech.,Hellbernd N,YES,,YES,,
36436737,29777673,YES,YES,Activations of the dorsolateral prefrontal cortex and thalamus during agentic self-evaluation are negatively associated with trait self-esteem.,Jiang K,YES,,YES,,
36436737,29806978,YES,NO,Approach or avoidance: Neural correlates of intelligence evaluation from faces.,,NO,No main effect,,,
36436737,29845003,NO,NO,Early bilateral and massive compromise of the frontal lobes.,Ibáñez A,NO,Non-Adults,Non-Adults,,
36436737,29885085,NO,NO,Social interaction recruits mentalizing and reward systems in middle childhood.,Alkire D,NO,Non-Adults,Non-Adults,,
36436737,29890323,YES,YES,Tracking emotions in the brain - Revisiting the Empathic Accuracy Task.,,YES,,,,
36436737,29891257,NO,NO,Gaming-addicted teens identify more with their cyber-self than their own self: Neural evidence.,Choi EJ,NO,Non-Adults,Non-Adults,,
36436737,29896995,YES,NO,"Disrupted Cerebrocerebellar Intrinsic Functional Connectivity in Young Adults with High-Functioning Autism Spectrum Disorder: A Data-Driven, Whole-Brain, High-Temporal Resolution Functional Magnetic Resonance Imaging Study.",Arnold Anteraper S,NO,AtypicalData,YES,,
36436737,29901788,NO,NO,Somatotopic Mapping of the Developing Sensorimotor Cortex in the Preterm Human Brain.,Dall'Orso S,NO,Non-Adults,Non-Adults,,
36436737,29915004,NO,NO,Concrete versus abstract forms of social concept: an fMRI comparison of knowledge about people versus social terms.,Rice GE,NO,NoDemographicInfo,YES,YES,"Lacking in demographic detail, but most likely from healthy group"
36436737,29931116,YES,NO,Toward Task Connectomics: Examining Whole-Brain Task Modulated Connectivity in Different Task Domains.,Di X,NO,AtypicalData,YES,NO,"Only connectivity results are reported, not main task-evoked signal"
36436737,29943174,NO,NO,Adolescents' neural response to social reward and real-world emotional closeness and positive affect.,Flores LE,NO,Non-Adults,Non-Adults,,
36436737,29959970,YES,NO,Oxytocinergic modulation of brain activation to cues related to reproduction and attachment: Differences and commonalities during the perception of erotic and fearful social scenes.,Sauer C,YES,,YES,,
36436737,29992485,YES,NO,Seeing minds in others: Mind perception modulates low-level social-cognitive performance and relates to ventromedial prefrontal structures.,Wiese E,YES,,YES,,
36436737,30017395,NO,NO,Functional Networks for Social Communication in the Macaque Monkey.,Shepherd SV,NO,Non-Human,Non-Human,,
36436737,30038232,NO,NO,A view behind the mask of sanity: meta-analysis of aberrant brain activity in psychopaths.,Poeppl TB,NO,Meta-analysis,YES,,
36436737,30041864,NO,NO,Social Origins of Cortical Face Areas.,Powell LJ,NO,Non-Human,Non-Human,,
36436737,30056560,YES,YES,Neural processing of the own child's facial emotions in mothers with a history of early life maltreatment.,Neukel C,YES,,OutsideDateRange,,
36436737,30077577,YES,YES,Thinking about the past to shape the present: neural activation during the recall of relationship episodes.,Wade-Bohleber LM,YES,,OutsideDateRange,,
36436737,30085122,YES,NO,Oxytocin Facilitates Approach Behavior to Positive Social Stimuli via Decreasing Anterior Insula Activity.,Yao S,YES,"Maybe-Atypical, NotHealthy",YES,,
36436737,30154703,YES,YES,Interpretation of Social Interactions: Functional Imaging of Cognitive-Semiotic Categories During Naturalistic Viewing.,Wolf D,YES,,YES,,
